asn1,asn2,asn1RIR,asn2RIR,rel
1764,59278,ARIN,APNIC,p2p
1764,59796,ARIN,RIPE,p2p
1764,59890,ARIN,RIPE,p2p
1764,60169,ARIN,RIPE,p2p
1764,60447,ARIN,RIPE,p2p
1764,61817,ARIN,LACNIC,p2p
1764,62240,ARIN,RIPE,p2p
1764,62275,ARIN,RIPE,p2p
1764,62856,ARIN,ARIN,p2p
1764,64457,ARIN,RIPE,p2c
1764,132876,ARIN,APNIC,p2p
1764,136907,ARIN,APNIC,p2p
1764,137409,ARIN,APNIC,p2p
1764,137490,ARIN,APNIC,p2p
1764,137991,ARIN,APNIC,p2p
1764,196610,ARIN,RIPE,p2p
1764,196922,ARIN,RIPE,p2p
1764,197790,ARIN,RIPE,p2p
1764,197915,ARIN,RIPE,p2p
1764,198330,ARIN,RIPE,p2p
1764,199181,ARIN,RIPE,p2p
1764,199217,ARIN,RIPE,p2c
1764,199610,ARIN,RIPE,p2p
1764,200187,ARIN,RIPE,p2p
1764,200738,ARIN,RIPE,p2p
1764,201053,ARIN,RIPE,p2p
1764,201201,ARIN,RIPE,p2p
1764,201746,ARIN,RIPE,p2p
1764,201962,ARIN,RIPE,p2p
1764,204196,ARIN,RIPE,p2p
1764,204577,ARIN,RIPE,p2p
1764,204989,ARIN,RIPE,p2p
1764,205675,ARIN,RIPE,p2p
1764,207701,ARIN,RIPE,p2p
1764,207740,ARIN,RIPE,p2p
1764,208766,ARIN,RIPE,p2p
1764,209102,ARIN,RIPE,p2p
1764,209824,ARIN,RIPE,p2p
1764,210122,ARIN,RIPE,p2p
1764,210226,ARIN,RIPE,p2p
1764,211763,ARIN,RIPE,p2c
1764,211945,ARIN,RIPE,p2p
1764,211954,ARIN,RIPE,p2p
1764,212379,ARIN,RIPE,p2c
1764,212567,ARIN,RIPE,p2p
1764,262485,ARIN,LACNIC,p2p
1764,263482,ARIN,LACNIC,p2p
1764,263541,ARIN,LACNIC,p2p
1764,394354,ARIN,ARIN,p2p
1766,14061,ARIN,ARIN,p2p
1766,51999,ARIN,RIPE,p2p
1766,58299,ARIN,RIPE,p2p
1766,132337,ARIN,APNIC,p2p
1766,137409,ARIN,APNIC,p2p
1766,211954,ARIN,RIPE,p2p
1767,399315,ARIN,ARIN,p2c
1771,31096,ARIN,RIPE,p2c
1797,20144,ARIN,ARIN,p2p
1798,2639,ARIN,ARIN,p2p
1798,4150,ARIN,ARIN,p2p
1798,4382,ARIN,ARIN,p2p
1798,4855,ARIN,APNIC,p2p
1798,9228,ARIN,APNIC,p2p
1798,9875,ARIN,APNIC,p2p
1798,10217,ARIN,APNIC,p2p
1798,11046,ARIN,ARIN,p2p
1798,11961,ARIN,ARIN,p2p
1798,13871,ARIN,ARIN,p2p
1798,17450,ARIN,APNIC,p2p
1798,17454,ARIN,APNIC,p2p
1798,17727,ARIN,APNIC,p2p
1798,17886,ARIN,APNIC,p2p
1798,17910,ARIN,APNIC,p2p
1798,18451,ARIN,ARIN,p2p
1798,18647,ARIN,ARIN,p2p
1798,21709,ARIN,ARIN,p2p
1798,23953,ARIN,APNIC,p2p
1798,24200,ARIN,APNIC,p2p
1798,24204,ARIN,APNIC,p2p
1798,24207,ARIN,APNIC,p2p
1798,24211,ARIN,APNIC,p2p
1798,24527,ARIN,APNIC,p2p
1798,24529,ARIN,APNIC,p2p
1798,24530,ARIN,APNIC,p2p
1798,30032,ARIN,ARIN,p2p
1798,30110,ARIN,ARIN,p2p
1798,34553,ARIN,RIPE,p2p
1798,36369,ARIN,ARIN,p2p
1798,38136,ARIN,APNIC,p2p
1798,38148,ARIN,APNIC,p2p
1798,38158,ARIN,APNIC,p2p
1798,38320,ARIN,APNIC,p2p
1798,38516,ARIN,APNIC,p2p
1798,38778,ARIN,APNIC,p2p
1798,38896,ARIN,APNIC,p2p
1798,40627,ARIN,ARIN,p2p
1798,45147,ARIN,APNIC,p2p
1798,45325,ARIN,APNIC,p2p
1798,45722,ARIN,APNIC,p2p
1798,55670,ARIN,APNIC,p2p
1798,56088,ARIN,APNIC,p2p
1798,56233,ARIN,APNIC,p2p
1798,56241,ARIN,APNIC,p2p
1798,58376,ARIN,APNIC,p2p
1798,58514,ARIN,APNIC,p2p
1798,59147,ARIN,APNIC,p2p
1798,59278,ARIN,APNIC,p2p
1798,63859,ARIN,APNIC,p2p
1798,63868,ARIN,APNIC,p2p
1798,64313,ARIN,APNIC,p2p
1798,132164,ARIN,APNIC,p2p
1798,132641,ARIN,APNIC,p2p
1798,133815,ARIN,APNIC,p2p
1798,136879,ARIN,APNIC,p2p
1798,137311,ARIN,APNIC,p2p
1798,137316,ARIN,APNIC,p2p
1798,137351,ARIN,APNIC,p2p
1798,138064,ARIN,APNIC,p2p
1798,138096,ARIN,APNIC,p2p
1798,139369,ARIN,APNIC,p2p
1798,139409,ARIN,APNIC,p2p
1798,139967,ARIN,APNIC,p2p
1798,139972,ARIN,APNIC,p2p
1798,140448,ARIN,APNIC,p2p
1798,140469,ARIN,APNIC,p2p
1798,396284,ARIN,ARIN,p2p
1798,396507,ARIN,ARIN,p2p
1798,398960,ARIN,ARIN,p2p
1820,2614,ARIN,RIPE,p2p
1820,3175,ARIN,RIPE,p2p
1820,8218,ARIN,RIPE,p2p
1820,8289,ARIN,RIPE,p2p
1820,8856,ARIN,RIPE,p2c
1820,8926,ARIN,RIPE,p2p
1820,9158,ARIN,RIPE,p2p
1820,9304,ARIN,APNIC,p2p
1820,9354,ARIN,APNIC,p2p
1820,13194,ARIN,RIPE,p2p
1820,15695,ARIN,RIPE,p2p
1820,15830,ARIN,RIPE,p2p
1820,20771,ARIN,RIPE,p2p
1820,20880,ARIN,RIPE,p2p
1820,21700,ARIN,ARIN,p2p
1820,28663,ARIN,LACNIC,p2p
1820,28748,ARIN,RIPE,p2p
1820,29319,ARIN,RIPE,p2p
1820,30844,ARIN,RIPE,p2p
1820,33438,ARIN,ARIN,p2p
1820,34309,ARIN,RIPE,p2p
1820,34742,ARIN,RIPE,p2c
1820,39326,ARIN,RIPE,p2p
1820,39337,ARIN,RIPE,p2p
1820,41047,ARIN,RIPE,p2p
1820,41230,ARIN,RIPE,p2p
1820,41525,ARIN,RIPE,p2c
1820,42000,ARIN,RIPE,p2p
1820,42541,ARIN,RIPE,p2p
1820,42982,ARIN,RIPE,p2c
1820,43384,ARIN,RIPE,p2c
1820,44103,ARIN,RIPE,p2p
1820,44217,ARIN,RIPE,p2p
1820,44391,ARIN,RIPE,p2p
1820,44538,ARIN,RIPE,p2c
1820,44684,ARIN,RIPE,p2p
1820,45022,ARIN,RIPE,p2c
1820,45899,ARIN,APNIC,p2p
1820,47868,ARIN,RIPE,p2p
1820,47957,ARIN,RIPE,p2p
1820,48366,ARIN,RIPE,p2p
1820,49368,ARIN,RIPE,p2p
1820,50236,ARIN,RIPE,p2p
1820,50298,ARIN,RIPE,p2c
1820,50372,ARIN,RIPE,p2p
1820,50646,ARIN,RIPE,p2p
1820,50673,ARIN,RIPE,p2p
1820,51408,ARIN,RIPE,p2p
1820,51999,ARIN,RIPE,p2p
1820,56634,ARIN,RIPE,p2p
1820,56756,ARIN,RIPE,p2c
1820,57462,ARIN,RIPE,p2c
1820,58299,ARIN,RIPE,p2p
1820,59577,ARIN,RIPE,p2c
1820,59890,ARIN,RIPE,p2p
1820,59947,ARIN,RIPE,p2p
1820,60068,ARIN,RIPE,p2p
1820,60283,ARIN,RIPE,p2p
1820,61280,ARIN,RIPE,p2p
1820,62146,ARIN,RIPE,p2p
1820,137409,ARIN,APNIC,p2p
1820,137490,ARIN,APNIC,p2p
1820,197969,ARIN,RIPE,p2p
1820,199500,ARIN,RIPE,p2c
1820,201469,ARIN,RIPE,p2p
1820,201706,ARIN,RIPE,p2p
1820,202297,ARIN,RIPE,p2p
1820,202838,ARIN,RIPE,p2p
1820,203165,ARIN,RIPE,p2p
1820,204041,ARIN,RIPE,p2p
1820,204576,ARIN,RIPE,p2p
1820,206462,ARIN,RIPE,p2c
1820,206846,ARIN,RIPE,p2p
1820,207313,ARIN,RIPE,p2c
1820,207616,ARIN,RIPE,p2p
1820,207668,ARIN,RIPE,p2c
1820,207740,ARIN,RIPE,p2p
1820,208433,ARIN,RIPE,p2c
1820,211744,ARIN,RIPE,p2c
1820,211954,ARIN,RIPE,p2p
1820,211967,ARIN,RIPE,p2c
1820,212431,ARIN,RIPE,p2c
1820,212508,ARIN,RIPE,p2p
1820,212790,ARIN,RIPE,p2c
1820,266925,ARIN,LACNIC,p2p
1828,3170,ARIN,RIPE,p2p
1828,4608,ARIN,APNIC,p2p
1828,4844,ARIN,APNIC,p2p
1828,5713,ARIN,ARIN,p2p
1828,6939,ARIN,ARIN,p2p
1828,7545,ARIN,APNIC,p2p
1828,8447,ARIN,RIPE,p2p
1828,9266,ARIN,APNIC,p2p
1828,12389,ARIN,RIPE,p2p
1828,14315,ARIN,ARIN,p2p
1828,20485,ARIN,RIPE,p2p
1828,20495,ARIN,RIPE,p2p
1828,23473,ARIN,ARIN,p2p
1828,35280,ARIN,RIPE,p2p
1828,35710,ARIN,RIPE,p2p
1828,36236,ARIN,ARIN,p2p
1828,38136,ARIN,APNIC,p2p
1828,40934,ARIN,ARIN,p2p
1828,43350,ARIN,RIPE,p2p
1828,44684,ARIN,RIPE,p2p
1828,47787,ARIN,RIPE,p2p
1828,47957,ARIN,RIPE,p2p
1828,49605,ARIN,RIPE,p2p
1828,51999,ARIN,RIPE,p2p
1828,52579,ARIN,LACNIC,p2p
1828,54574,ARIN,ARIN,p2p
1828,59890,ARIN,RIPE,p2p
1828,61595,ARIN,LACNIC,p2p
1828,62513,ARIN,ARIN,p2p
1828,132337,ARIN,APNIC,p2p
1828,137409,ARIN,APNIC,p2p
1828,137490,ARIN,APNIC,p2p
1828,199064,ARIN,RIPE,p2c
1828,204355,ARIN,RIPE,p2p
1828,207740,ARIN,RIPE,p2p
1828,209102,ARIN,RIPE,p2p
1828,211541,ARIN,RIPE,p2c
1828,211954,ARIN,RIPE,p2p
1828,263237,ARIN,LACNIC,p2p
1828,267560,ARIN,LACNIC,p2p
1828,328832,ARIN,AFRINIC,p2p
1828,394564,ARIN,ARIN,p2c
1828,398465,ARIN,ARIN,p2p
1836,2635,ARIN,ARIN,p2p
1836,2906,ARIN,ARIN,p2p
1836,3252,ARIN,RIPE,p2p
1836,3327,ARIN,RIPE,p2p
1836,4855,ARIN,APNIC,p2p
1836,5394,ARIN,RIPE,p2p
1836,5409,ARIN,RIPE,p2p
1836,5578,ARIN,RIPE,p2p
1836,5605,ARIN,RIPE,p2p
1836,5606,ARIN,RIPE,p2p
1836,6768,ARIN,RIPE,p2p
1836,6898,ARIN,RIPE,p2p
1836,7342,ARIN,ARIN,p2p
1836,8271,ARIN,RIPE,p2p
1836,8319,ARIN,RIPE,p2p
1836,8400,ARIN,RIPE,p2p
1836,8422,ARIN,RIPE,p2p
1836,8426,ARIN,RIPE,p2p
1836,8447,ARIN,RIPE,p2p
1836,8469,ARIN,RIPE,p2p
1836,8544,ARIN,RIPE,p2p
1836,8560,ARIN,RIPE,p2p
1836,8641,ARIN,RIPE,p2p
1836,8647,ARIN,RIPE,p2p
1836,8741,ARIN,RIPE,p2p
1836,8752,ARIN,RIPE,p2p
1836,8757,ARIN,RIPE,p2p
1836,8763,ARIN,RIPE,p2p
1836,8823,ARIN,RIPE,p2p
1836,8859,ARIN,RIPE,p2p
1836,8866,ARIN,RIPE,p2p
1836,8893,ARIN,RIPE,p2p
1836,9031,ARIN,RIPE,p2p
1836,9100,ARIN,RIPE,p2p
1836,9145,ARIN,RIPE,p2p
1836,9228,ARIN,APNIC,p2p
1836,9875,ARIN,APNIC,p2p
1836,10282,ARIN,ARIN,p2p
1836,12189,ARIN,ARIN,p2p
1836,12301,ARIN,RIPE,p2p
1836,12306,ARIN,RIPE,p2p
1836,12312,ARIN,RIPE,p2p
1836,12337,ARIN,RIPE,p2p
1836,12355,ARIN,RIPE,p2p
1836,12387,ARIN,RIPE,p2p
1836,12480,ARIN,RIPE,p2p
1836,12531,ARIN,RIPE,p2p
1836,12577,ARIN,RIPE,p2p
1836,12625,ARIN,RIPE,p2p
1836,12676,ARIN,RIPE,p2p
1836,12680,ARIN,RIPE,p2p
1836,12693,ARIN,RIPE,p2p
1836,12731,ARIN,RIPE,p2p
1836,12808,ARIN,RIPE,p2p
1836,12843,ARIN,RIPE,p2p
1836,12857,ARIN,RIPE,p2p
1836,12859,ARIN,RIPE,p2p
1836,12886,ARIN,RIPE,p2p
1836,12888,ARIN,RIPE,p2p
1836,12897,ARIN,RIPE,p2p
1836,12941,ARIN,RIPE,p2p
1836,12963,ARIN,RIPE,p2p
1836,13039,ARIN,RIPE,p2p
1836,13124,ARIN,RIPE,p2p
1836,13193,ARIN,RIPE,p2p
1836,13285,ARIN,RIPE,p2p
1836,13896,ARIN,ARIN,p2p
1836,14340,ARIN,ARIN,p2p
1836,15169,ARIN,ARIN,p2p
1836,15366,ARIN,RIPE,p2p
1836,15456,ARIN,RIPE,p2p
1836,15594,ARIN,RIPE,p2p
1836,15598,ARIN,RIPE,p2p
1836,15600,ARIN,RIPE,p2p
1836,15672,ARIN,RIPE,p2p
1836,15743,ARIN,RIPE,p2p
1836,15817,ARIN,RIPE,p2p
1836,15830,ARIN,RIPE,p2p
1836,15933,ARIN,RIPE,p2p
1836,15958,ARIN,RIPE,p2p
1836,15960,ARIN,RIPE,p2p
1836,16097,ARIN,RIPE,p2p
1836,16316,ARIN,RIPE,p2p
1836,16552,ARIN,ARIN,p2p
1836,17450,ARIN,APNIC,p2p
1836,17727,ARIN,APNIC,p2p
1836,17886,ARIN,APNIC,p2p
1836,18403,ARIN,APNIC,p2p
1836,18676,ARIN,ARIN,p2p
1836,19679,ARIN,ARIN,p2p
1836,20278,ARIN,ARIN,p2p
1836,20459,ARIN,ARIN,p2p
1836,20546,ARIN,RIPE,p2p
1836,20633,ARIN,RIPE,p2p
1836,20686,ARIN,RIPE,p2p
1836,20783,ARIN,RIPE,p2p
1836,20830,ARIN,RIPE,p2p
1836,20849,ARIN,RIPE,p2p
1836,20853,ARIN,RIPE,p2p
1836,21030,ARIN,RIPE,p2p
1836,21069,ARIN,RIPE,p2p
1836,21161,ARIN,RIPE,p2p
1836,21336,ARIN,RIPE,p2p
1836,21385,ARIN,RIPE,p2p
1836,21476,ARIN,RIPE,p2p
1836,21497,ARIN,RIPE,p2p
1836,21574,ARIN,ARIN,p2p
1836,22356,ARIN,ARIN,p2p
1836,22697,ARIN,ARIN,p2p
1836,22822,ARIN,ARIN,p2p
1836,23201,ARIN,ARIN,p2p
1836,23393,ARIN,ARIN,p2p
1836,24200,ARIN,APNIC,p2p
1836,24204,ARIN,APNIC,p2p
1836,24207,ARIN,APNIC,p2p
1836,24211,ARIN,APNIC,p2p
1836,24429,ARIN,APNIC,p2p
1836,24527,ARIN,APNIC,p2p
1836,24637,ARIN,RIPE,p2p
1836,24951,ARIN,RIPE,p2p
1836,24953,ARIN,RIPE,p2p
1836,24989,ARIN,RIPE,p2p
1836,25160,ARIN,RIPE,p2p
1836,25178,ARIN,RIPE,p2p
1836,25192,ARIN,RIPE,p2p
1836,25279,ARIN,RIPE,p2p
1836,25291,ARIN,RIPE,p2p
1836,25415,ARIN,RIPE,p2p
1836,25521,ARIN,RIPE,p2p
1836,26667,ARIN,ARIN,p2p
1836,27281,ARIN,ARIN,p2p
1836,28330,ARIN,LACNIC,p2p
1836,28676,ARIN,RIPE,p2p
1836,28725,ARIN,RIPE,p2p
1836,28748,ARIN,RIPE,p2p
1836,28801,ARIN,RIPE,p2p
1836,28889,ARIN,RIPE,p2p
1836,28979,ARIN,RIPE,p2p
1836,29014,ARIN,RIPE,p2p
1836,29030,ARIN,RIPE,p2p
1836,29037,ARIN,RIPE,p2p
1836,29169,ARIN,RIPE,p2p
1836,29430,ARIN,RIPE,p2p
1836,29535,ARIN,RIPE,p2p
1836,29545,ARIN,RIPE,p2p
1836,30081,ARIN,ARIN,p2p
1836,30766,ARIN,RIPE,p2p
1836,30889,ARIN,RIPE,p2p
1836,31027,ARIN,RIPE,p2p
1836,31029,ARIN,RIPE,p2p
1836,31042,ARIN,RIPE,p2p
1836,31229,ARIN,RIPE,p2p
1836,31242,ARIN,RIPE,p2p
1836,31287,ARIN,RIPE,p2p
1836,31399,ARIN,RIPE,p2p
1836,31510,ARIN,RIPE,p2p
1836,31638,ARIN,RIPE,p2p
1836,31898,ARIN,ARIN,p2p
1836,32261,ARIN,ARIN,p2p
1836,32590,ARIN,ARIN,p2p
1836,33353,ARIN,ARIN,p2p
1836,33438,ARIN,ARIN,p2p
1836,33848,ARIN,RIPE,p2p
1836,33932,ARIN,RIPE,p2p
1836,34086,ARIN,RIPE,p2p
1836,34772,ARIN,RIPE,p2p
1836,34788,ARIN,RIPE,p2p
1836,34867,ARIN,RIPE,p2p
1836,34895,ARIN,RIPE,p2p
1836,35180,ARIN,RIPE,p2p
1836,35213,ARIN,RIPE,p2p
1836,35311,ARIN,RIPE,p2p
1836,35661,ARIN,RIPE,p2p
1836,35710,ARIN,RIPE,p2p
1836,35717,ARIN,RIPE,p2p
1836,35793,ARIN,RIPE,p2p
1836,36236,ARIN,ARIN,p2p
1836,36994,ARIN,AFRINIC,p2p
1836,37009,ARIN,AFRINIC,p2p
1836,37271,ARIN,AFRINIC,p2p
1836,38016,ARIN,APNIC,p2p
1836,38320,ARIN,APNIC,p2p
1836,38778,ARIN,APNIC,p2p
1836,38896,ARIN,APNIC,p2p
1836,39063,ARIN,RIPE,p2p
1836,39090,ARIN,RIPE,p2p
1836,39257,ARIN,RIPE,p2p
1836,39671,ARIN,RIPE,p2p
1836,39702,ARIN,RIPE,p2p
1836,39915,ARIN,RIPE,p2p
1836,41033,ARIN,RIPE,p2p
1836,41114,ARIN,RIPE,p2p
1836,41268,ARIN,RIPE,p2p
1836,41275,ARIN,RIPE,p2p
1836,41289,ARIN,RIPE,p2p
1836,42184,ARIN,RIPE,p2p
1836,42346,ARIN,RIPE,p2p
1836,42390,ARIN,RIPE,p2p
1836,42416,ARIN,RIPE,p2p
1836,42587,ARIN,RIPE,p2p
1836,42649,ARIN,RIPE,p2p
1836,42841,ARIN,RIPE,p2p
1836,42965,ARIN,RIPE,p2p
1836,43009,ARIN,RIPE,p2p
1836,43341,ARIN,RIPE,p2p
1836,43407,ARIN,RIPE,p2p
1836,43509,ARIN,RIPE,p2p
1836,43566,ARIN,RIPE,p2p
1836,43623,ARIN,RIPE,p2p
1836,44444,ARIN,RIPE,p2p
1836,44600,ARIN,RIPE,p2p
1836,44654,ARIN,RIPE,p2p
1836,44814,ARIN,RIPE,p2p
1836,44974,ARIN,RIPE,p2p
1836,45147,ARIN,APNIC,p2p
1836,46786,ARIN,ARIN,p2p
1836,47321,ARIN,RIPE,p2p
1836,47372,ARIN,RIPE,p2p
1836,47531,ARIN,RIPE,p2p
1836,47957,ARIN,RIPE,p2p
1836,48200,ARIN,RIPE,p2p
1836,48293,ARIN,RIPE,p2p
1836,48314,ARIN,RIPE,p2p
1836,48646,ARIN,RIPE,p2p
1836,48719,ARIN,RIPE,p2p
1836,49121,ARIN,RIPE,p2p
1836,49140,ARIN,RIPE,p2p
1836,49183,ARIN,RIPE,p2p
1836,49588,ARIN,RIPE,p2p
1836,49605,ARIN,RIPE,p2p
1836,49808,ARIN,RIPE,p2p
1836,49824,ARIN,RIPE,p2p
1836,50061,ARIN,RIPE,p2p
1836,50324,ARIN,RIPE,p2p
1836,50469,ARIN,RIPE,p2p
1836,50509,ARIN,RIPE,p2p
1836,50533,ARIN,RIPE,p2p
1836,50734,ARIN,RIPE,p2c
1836,51167,ARIN,RIPE,p2p
1836,51310,ARIN,RIPE,p2p
1836,51324,ARIN,RIPE,p2p
1836,51343,ARIN,RIPE,p2p
1836,51395,ARIN,RIPE,p2p
1836,51468,ARIN,RIPE,p2p
1836,51483,ARIN,RIPE,p2p
1836,51492,ARIN,RIPE,p2p
1836,51795,ARIN,RIPE,p2p
1836,51999,ARIN,RIPE,p2p
1836,52091,ARIN,RIPE,p2p
1836,54825,ARIN,ARIN,p2p
1836,54994,ARIN,ARIN,p2p
1836,55256,ARIN,ARIN,p2p
1836,56088,ARIN,APNIC,p2p
1836,56241,ARIN,APNIC,p2p
1836,57537,ARIN,RIPE,p2p
1836,57695,ARIN,RIPE,p2p
1836,58095,ARIN,RIPE,p2p
1836,58307,ARIN,RIPE,p2p
1836,58376,ARIN,APNIC,p2p
1836,58514,ARIN,APNIC,p2p
1836,59624,ARIN,RIPE,p2p
1836,59796,ARIN,RIPE,p2p
1836,59890,ARIN,RIPE,p2p
1836,59947,ARIN,RIPE,p2p
1836,60476,ARIN,RIPE,p2p
1836,60522,ARIN,RIPE,p2p
1836,60764,ARIN,RIPE,p2p
1836,60979,ARIN,RIPE,p2p
1836,61098,ARIN,RIPE,p2p
1836,61244,ARIN,RIPE,p2p
1836,61599,ARIN,LACNIC,p2p
1836,61817,ARIN,LACNIC,p2p
1836,62023,ARIN,RIPE,p2p
1836,62044,ARIN,RIPE,p2p
1836,62240,ARIN,RIPE,p2p
1836,62275,ARIN,RIPE,p2p
1836,62336,ARIN,RIPE,p2p
1836,63199,ARIN,ARIN,p2p
1836,63859,ARIN,APNIC,p2p
1836,63949,ARIN,APNIC,p2p
1836,64096,ARIN,APNIC,p2p
1836,131314,ARIN,APNIC,p2p
1836,132203,ARIN,APNIC,p2p
1836,133815,ARIN,APNIC,p2p
1836,136106,ARIN,APNIC,p2p
1836,136907,ARIN,APNIC,p2p
1836,137409,ARIN,APNIC,p2p
1836,137490,ARIN,APNIC,p2p
1836,137991,ARIN,APNIC,p2p
1836,138322,ARIN,APNIC,p2p
1836,138915,ARIN,APNIC,p2p
1836,196610,ARIN,RIPE,p2p
1836,196798,ARIN,RIPE,p2p
1836,196879,ARIN,RIPE,p2p
1836,196968,ARIN,RIPE,p2p
1836,197063,ARIN,RIPE,p2p
1836,197790,ARIN,RIPE,p2p
1836,197915,ARIN,RIPE,p2p
1836,198018,ARIN,RIPE,p2p
1836,198185,ARIN,RIPE,p2p
1836,198570,ARIN,RIPE,p2p
1836,199610,ARIN,RIPE,p2p
1836,199790,ARIN,RIPE,p2p
1836,200062,ARIN,RIPE,p2p
1836,200187,ARIN,RIPE,p2p
1836,200278,ARIN,RIPE,p2p
1836,200738,ARIN,RIPE,p2p
1836,200780,ARIN,RIPE,p2p
1836,201201,ARIN,RIPE,p2p
1836,201701,ARIN,RIPE,p2p
1836,201764,ARIN,RIPE,p2p
1836,201962,ARIN,RIPE,p2p
1836,202053,ARIN,RIPE,p2p
1836,202707,ARIN,RIPE,p2p
1836,202984,ARIN,RIPE,p2p
1836,203536,ARIN,RIPE,p2p
1836,203724,ARIN,RIPE,p2p
1836,203968,ARIN,RIPE,p2p
1836,204109,ARIN,RIPE,p2p
1836,204577,ARIN,RIPE,p2p
1836,205067,ARIN,RIPE,p2c
1836,205530,ARIN,RIPE,p2p
1836,205769,ARIN,RIPE,p2p
1836,205881,ARIN,RIPE,p2p
1836,206141,ARIN,RIPE,p2p
1836,206295,ARIN,RIPE,p2p
1836,206775,ARIN,RIPE,p2p
1836,206892,ARIN,RIPE,p2p
1836,207063,ARIN,RIPE,p2p
1836,207740,ARIN,RIPE,p2p
1836,207790,ARIN,RIPE,p2p
1836,207811,ARIN,RIPE,p2p
1836,208196,ARIN,RIPE,p2p
1836,208722,ARIN,RIPE,p2p
1836,208766,ARIN,RIPE,p2p
1836,208992,ARIN,RIPE,p2p
1836,209014,ARIN,RIPE,p2p
1836,209102,ARIN,RIPE,p2p
1836,209110,ARIN,RIPE,p2p
1836,209400,ARIN,RIPE,p2p
1836,209824,ARIN,RIPE,p2p
1836,210226,ARIN,RIPE,p2p
1836,211945,ARIN,RIPE,p2p
1836,211954,ARIN,RIPE,p2p
1836,213395,ARIN,RIPE,p2p
1836,262354,ARIN,LACNIC,p2p
1836,262372,ARIN,LACNIC,p2p
1836,262571,ARIN,LACNIC,p2p
1836,263276,ARIN,LACNIC,p2p
1836,263421,ARIN,LACNIC,p2p
1836,263626,ARIN,LACNIC,p2p
1836,265347,ARIN,LACNIC,p2p
1836,269194,ARIN,LACNIC,p2p
1836,396986,ARIN,ARIN,p2p
1842,11537,ARIN,ARIN,p2p
1853,5403,ARIN,RIPE,p2p
1853,10310,ARIN,ARIN,p2p
1853,21283,ARIN,RIPE,p2p
1853,28889,ARIN,RIPE,p2p
1853,34779,ARIN,RIPE,p2p
1853,41047,ARIN,RIPE,p2p
1853,59890,ARIN,RIPE,p2p
1853,211817,ARIN,RIPE,p2c
1880,8289,RIPE,RIPE,p2p
1887,202748,RIPE,RIPE,p2c
1916,1251,ARIN,ARIN,p2c
1916,3216,ARIN,RIPE,p2p
1916,6057,ARIN,ARIN,p2p
1916,7195,ARIN,ARIN,p2p
1916,8309,ARIN,RIPE,p2p
1916,8757,ARIN,RIPE,p2p
1916,11844,ARIN,ARIN,p2p
1916,11921,ARIN,ARIN,p2p
1916,15280,ARIN,ARIN,p2p
1916,19990,ARIN,ARIN,p2p
1916,21559,ARIN,ARIN,p2p
1916,27693,ARIN,LACNIC,p2p
1916,28131,ARIN,LACNIC,p2p
1916,28145,ARIN,LACNIC,p2p
1916,28171,ARIN,LACNIC,p2p
1916,28191,ARIN,LACNIC,p2p
1916,28197,ARIN,LACNIC,p2p
1916,28261,ARIN,LACNIC,p2p
1916,28327,ARIN,LACNIC,p2p
1916,28361,ARIN,LACNIC,p2p
1916,33438,ARIN,ARIN,p2p
1916,35598,ARIN,RIPE,p2p
1916,41047,ARIN,RIPE,p2p
1916,52376,ARIN,LACNIC,p2p
1916,52519,ARIN,LACNIC,p2p
1916,52654,ARIN,LACNIC,p2p
1916,52666,ARIN,LACNIC,p2p
1916,52668,ARIN,LACNIC,p2p
1916,52674,ARIN,LACNIC,p2p
1916,52683,ARIN,LACNIC,p2p
1916,52729,ARIN,LACNIC,p2p
1916,52914,ARIN,LACNIC,p2c
1916,52950,ARIN,LACNIC,p2c
1916,53047,ARIN,LACNIC,p2p
1916,53142,ARIN,LACNIC,p2p
1916,53170,ARIN,LACNIC,p2p
1916,53175,ARIN,LACNIC,p2p
1916,53184,ARIN,LACNIC,p2p
1916,53202,ARIN,LACNIC,p2p
1916,53240,ARIN,LACNIC,p2p
1916,61605,ARIN,LACNIC,p2p
1916,61678,ARIN,LACNIC,p2p
1916,61684,ARIN,LACNIC,p2p
1916,61797,ARIN,LACNIC,p2p
1916,61805,ARIN,LACNIC,p2p
1916,61859,ARIN,LACNIC,p2p
1916,132203,ARIN,APNIC,p2p
1916,262288,ARIN,LACNIC,p2p
1916,262296,ARIN,LACNIC,p2p
1916,262311,ARIN,LACNIC,p2p
1916,262456,ARIN,LACNIC,p2p
1916,262468,ARIN,LACNIC,p2p
1916,262503,ARIN,LACNIC,p2p
1916,262521,ARIN,LACNIC,p2p
1916,262557,ARIN,LACNIC,p2p
1916,262565,ARIN,LACNIC,p2p
1916,262571,ARIN,LACNIC,p2p
1916,262587,ARIN,LACNIC,p2p
1916,262596,ARIN,LACNIC,p2p
1916,262724,ARIN,LACNIC,p2p
1916,262734,ARIN,LACNIC,p2p
1916,262740,ARIN,LACNIC,p2p
1916,262760,ARIN,LACNIC,p2p
1916,262832,ARIN,LACNIC,p2p
1916,262837,ARIN,LACNIC,p2p
1916,262868,ARIN,LACNIC,p2p
1916,262952,ARIN,LACNIC,p2p
1916,262954,ARIN,LACNIC,p2p
1916,263026,ARIN,LACNIC,p2p
1916,263057,ARIN,LACNIC,p2p
1916,263129,ARIN,LACNIC,p2p
1916,263153,ARIN,LACNIC,p2p
1916,263237,ARIN,LACNIC,p2p
