asn1,asn2,asn1RIR,asn2RIR,rel
42,36732,ARIN,ARIN,p2p
42,36944,ARIN,AFRINIC,p2p
42,37137,ARIN,AFRINIC,p2p
42,37239,ARIN,AFRINIC,p2p
42,37271,ARIN,AFRINIC,p2p
42,37349,ARIN,AFRINIC,p2p
42,37363,ARIN,AFRINIC,p2p
42,37497,ARIN,AFRINIC,p2p
42,37564,ARIN,AFRINIC,p2p
42,37680,ARIN,AFRINIC,p2p
42,38808,ARIN,APNIC,p2p
42,39120,ARIN,RIPE,p2p
42,40676,ARIN,ARIN,p2p
42,40805,ARIN,ARIN,p2p
42,41004,ARIN,RIPE,p2p
42,41354,ARIN,RIPE,p2p
42,42763,ARIN,RIPE,p2p
42,42914,ARIN,RIPE,p2p
42,43372,ARIN,RIPE,p2p
42,43545,ARIN,RIPE,p2p
42,44503,ARIN,RIPE,p2p
42,45896,ARIN,APNIC,p2p
42,47254,ARIN,RIPE,p2p
42,47264,ARIN,RIPE,p2p
42,48424,ARIN,RIPE,p2p
42,50599,ARIN,RIPE,p2p
42,50763,ARIN,RIPE,p2p
42,50823,ARIN,RIPE,p2p
42,51603,ARIN,RIPE,p2p
42,51823,ARIN,RIPE,p2p
42,52304,ARIN,LACNIC,p2c
42,54994,ARIN,ARIN,p2p
42,56444,ARIN,RIPE,p2p
42,57653,ARIN,RIPE,p2p
42,57665,ARIN,RIPE,p2p
42,57723,ARIN,RIPE,p2p
42,57866,ARIN,RIPE,p2p
42,59439,ARIN,RIPE,p2p
42,59659,ARIN,RIPE,p2p
42,60011,ARIN,RIPE,p2p
42,60191,ARIN,RIPE,p2p
42,60205,ARIN,RIPE,p2p
42,60800,ARIN,RIPE,p2p
42,61323,ARIN,RIPE,p2p
42,62227,ARIN,RIPE,p2p
42,64049,ARIN,APNIC,p2p
42,133372,ARIN,APNIC,p2p
42,136620,ARIN,APNIC,p2p
42,196729,ARIN,RIPE,p2p
42,197724,ARIN,RIPE,p2p
42,197898,ARIN,RIPE,p2p
42,198591,ARIN,RIPE,p2p
42,198984,ARIN,RIPE,p2p
42,199980,ARIN,RIPE,p2p
42,200507,ARIN,RIPE,p2p
42,200781,ARIN,RIPE,p2p
42,201277,ARIN,RIPE,p2p
42,201473,ARIN,RIPE,p2p
42,202050,ARIN,RIPE,p2p
42,203231,ARIN,RIPE,p2p
42,203568,ARIN,RIPE,p2p
42,205402,ARIN,RIPE,p2p
42,206347,ARIN,RIPE,p2p
42,206405,ARIN,RIPE,p2p
42,206579,ARIN,RIPE,p2p
42,206934,ARIN,RIPE,p2p
42,206999,ARIN,RIPE,p2p
42,207044,ARIN,RIPE,p2p
42,207119,ARIN,RIPE,p2p
42,327814,ARIN,AFRINIC,p2p
56,568,ARIN,ARIN,p2p
57,675,ARIN,ARIN,p2c
57,3356,ARIN,ARIN,p2p
57,15011,ARIN,ARIN,p2p
57,16904,ARIN,ARIN,p2p
62,125,ARIN,ARIN,p2c
62,2723,ARIN,ARIN,p2c
62,4323,ARIN,ARIN,p2p
62,10723,ARIN,ARIN,p2c
62,20333,ARIN,ARIN,p2c
62,26513,ARIN,ARIN,p2c
62,30423,ARIN,ARIN,p2c
62,35934,ARIN,ARIN,p2c
62,36328,ARIN,ARIN,p2c
62,47523,ARIN,RIPE,p2c
62,53396,ARIN,ARIN,p2c
62,62529,ARIN,ARIN,p2c
62,63011,ARIN,ARIN,p2c
62,393976,ARIN,ARIN,p2c
62,395533,ARIN,ARIN,p2c
62,396285,ARIN,ARIN,p2c
62,396333,ARIN,ARIN,p2c
62,396497,ARIN,ARIN,p2c
71,2165,ARIN,ARIN,p2c
71,4445,ARIN,ARIN,p2c
72,4323,ARIN,ARIN,p2p
77,5723,ARIN,ARIN,p2p
81,11164,ARIN,ARIN,p2p
81,11426,ARIN,ARIN,p2p
81,27446,ARIN,ARIN,p2c
81,396028,ARIN,ARIN,p2c
81,396391,ARIN,ARIN,p2c
101,57,ARIN,ARIN,p2p
101,160,ARIN,ARIN,p2p
101,4181,ARIN,ARIN,p2p
101,4775,ARIN,APNIC,p2p
101,5071,ARIN,ARIN,p2p
101,6295,ARIN,ARIN,p2p
101,6315,ARIN,ARIN,p2p
101,6325,ARIN,ARIN,p2p
101,8966,ARIN,RIPE,p2p
101,9500,ARIN,APNIC,p2p
101,10242,ARIN,ARIN,p2p
101,10310,ARIN,ARIN,p2p
101,10835,ARIN,ARIN,p2p
101,11404,ARIN,ARIN,p2p
101,14371,ARIN,ARIN,p2p
101,14380,ARIN,ARIN,p2p
101,14500,ARIN,ARIN,p2p
101,15133,ARIN,ARIN,p2p
101,16538,ARIN,ARIN,p2p
101,18106,ARIN,APNIC,p2p
101,18988,ARIN,ARIN,p2p
101,19171,ARIN,ARIN,p2p
101,22388,ARIN,ARIN,p2p
101,23138,ARIN,ARIN,p2p
101,25668,ARIN,ARIN,p2p
101,25700,ARIN,ARIN,p2p
101,25899,ARIN,ARIN,p2p
101,26935,ARIN,ARIN,p2p
101,27400,ARIN,ARIN,p2p
101,29933,ARIN,ARIN,p2p
101,30032,ARIN,ARIN,p2p
101,30500,ARIN,ARIN,p2p
101,32751,ARIN,ARIN,p2p
101,32934,ARIN,ARIN,p2p
101,33353,ARIN,ARIN,p2p
101,36416,ARIN,ARIN,p2p
101,36817,ARIN,ARIN,p2p
101,47065,ARIN,ARIN,p2c
101,53597,ARIN,ARIN,p2p
101,54182,ARIN,ARIN,p2p
101,54290,ARIN,ARIN,p2p
101,54523,ARIN,ARIN,p2p
101,54527,ARIN,ARIN,p2p
101,57976,ARIN,RIPE,p2p
112,1836,ARIN,ARIN,p2p
112,2895,ARIN,ARIN,p2p
112,9189,ARIN,RIPE,p2p
112,12779,ARIN,RIPE,p2p
112,14537,ARIN,ARIN,p2p
112,15605,ARIN,RIPE,p2p
112,20764,ARIN,RIPE,p2p
112,25227,ARIN,RIPE,p2p
112,38809,ARIN,APNIC,p2p
112,39821,ARIN,RIPE,p2p
112,41617,ARIN,RIPE,p2p
112,41722,ARIN,RIPE,p2p
112,47872,ARIN,RIPE,p2p
112,53767,ARIN,ARIN,p2p
112,62567,ARIN,ARIN,p2p
112,393406,ARIN,ARIN,p2p
137,5502,ARIN,RIPE,p2c
137,34224,ARIN,RIPE,p2p
156,47065,ARIN,ARIN,p2c
160,2153,ARIN,ARIN,p2p
173,24482,ARIN,APNIC,p2p
174,4,ARIN,ARIN,p2c
174,71,ARIN,ARIN,p2p
174,513,ARIN,ARIN,p2c
174,600,ARIN,ARIN,p2p
174,693,ARIN,ARIN,p2c
174,1267,ARIN,ARIN,p2p
174,1355,ARIN,ARIN,p2c
174,1766,ARIN,ARIN,p2c
174,1787,ARIN,ARIN,p2c
174,1975,ARIN,ARIN,p2c
174,2497,ARIN,ARIN,p2p
174,2588,ARIN,RIPE,p2p
174,2728,ARIN,ARIN,p2c
174,3064,ARIN,ARIN,p2c
174,3209,ARIN,RIPE,p2p
174,3215,ARIN,RIPE,p2p
174,3301,ARIN,RIPE,p2p
174,3326,ARIN,RIPE,p2p
174,3593,ARIN,ARIN,p2p
174,3701,ARIN,ARIN,p2c
174,4058,ARIN,ARIN,p2c
174,4195,ARIN,ARIN,p2c
174,4246,ARIN,ARIN,p2c
174,4319,ARIN,ARIN,p2p
174,4857,ARIN,APNIC,p2c
174,5071,ARIN,ARIN,p2c
174,5089,ARIN,ARIN,p2p
174,5505,ARIN,RIPE,p2c
174,5587,ARIN,RIPE,p2c
174,5588,ARIN,RIPE,p2p
174,5602,ARIN,RIPE,p2c
174,6188,ARIN,ARIN,p2c
174,6199,ARIN,ARIN,p2c
174,6336,ARIN,ARIN,p2c
174,6473,ARIN,ARIN,p2c
174,6485,ARIN,ARIN,p2c
174,6747,ARIN,RIPE,p2p
174,6758,ARIN,RIPE,p2c
174,6769,ARIN,RIPE,p2c
174,6775,ARIN,RIPE,p2c
174,6910,ARIN,RIPE,p2p
174,7049,ARIN,ARIN,p2c
174,7311,ARIN,ARIN,p2p
174,7552,ARIN,APNIC,p2c
174,7734,ARIN,ARIN,p2c
174,7859,ARIN,ARIN,p2c
174,7979,ARIN,ARIN,p2c
174,8079,ARIN,ARIN,p2c
174,8190,ARIN,ARIN,p2p
174,8208,ARIN,RIPE,p2c
174,8462,ARIN,RIPE,p2c
174,8468,ARIN,RIPE,p2p
174,8492,ARIN,RIPE,p2p
174,8553,ARIN,RIPE,p2p
174,8697,ARIN,RIPE,p2c
174,8717,ARIN,RIPE,p2p
174,8746,ARIN,RIPE,p2c
174,8781,ARIN,RIPE,p2c
174,8851,ARIN,RIPE,p2c
174,8897,ARIN,RIPE,p2c
174,8911,ARIN,RIPE,p2c
174,8918,ARIN,RIPE,p2p
174,9100,ARIN,RIPE,p2c
174,9116,ARIN,RIPE,p2c
174,9125,ARIN,RIPE,p2p
174,9318,ARIN,APNIC,p2c
174,9381,ARIN,APNIC,p2c
174,9542,ARIN,APNIC,p2c
174,9658,ARIN,APNIC,p2c
174,9942,ARIN,APNIC,p2p
174,10010,ARIN,APNIC,p2c
174,10298,ARIN,ARIN,p2c
174,10310,ARIN,ARIN,p2p
174,10480,ARIN,ARIN,p2p
174,10584,ARIN,ARIN,p2c
174,10883,ARIN,ARIN,p2c
174,10991,ARIN,ARIN,p2c
174,11036,ARIN,ARIN,p2c
174,11062,ARIN,ARIN,p2c
174,11172,ARIN,ARIN,p2c
174,11195,ARIN,ARIN,p2c
174,11244,ARIN,ARIN,p2c
174,11287,ARIN,ARIN,p2c
174,11323,ARIN,ARIN,p2c
174,11470,ARIN,ARIN,p2c
174,11711,ARIN,ARIN,p2c
174,11716,ARIN,ARIN,p2c
174,11878,ARIN,ARIN,p2c
174,11935,ARIN,ARIN,p2c
174,11959,ARIN,ARIN,p2c
174,11980,ARIN,ARIN,p2c
174,11996,ARIN,ARIN,p2c
174,12033,ARIN,ARIN,p2c
174,12105,ARIN,ARIN,p2c
174,12125,ARIN,ARIN,p2c
174,12266,ARIN,ARIN,p2c
174,12290,ARIN,RIPE,p2c
174,12310,ARIN,RIPE,p2c
174,12479,ARIN,RIPE,p2p
174,12586,ARIN,RIPE,p2p
174,12703,ARIN,RIPE,p2p
174,12843,ARIN,RIPE,p2c
174,12886,ARIN,RIPE,p2p
174,13056,ARIN,RIPE,p2p
174,13097,ARIN,RIPE,p2c
174,13273,ARIN,RIPE,p2c
174,13285,ARIN,RIPE,p2p
174,13319,ARIN,ARIN,p2c
174,13675,ARIN,ARIN,p2c
174,13728,ARIN,ARIN,p2c
174,13760,ARIN,ARIN,p2c
174,13801,ARIN,ARIN,p2c
174,13938,ARIN,ARIN,p2c
174,13984,ARIN,ARIN,p2c
174,14007,ARIN,ARIN,p2c
174,14012,ARIN,ARIN,p2c
174,14061,ARIN,ARIN,p2c
174,14078,ARIN,ARIN,p2c
174,14088,ARIN,ARIN,p2c
174,14198,ARIN,ARIN,p2c
174,14253,ARIN,ARIN,p2c
174,14255,ARIN,ARIN,p2c
174,14293,ARIN,ARIN,p2c
174,14319,ARIN,ARIN,p2c
174,14346,ARIN,ARIN,p2c
174,14360,ARIN,ARIN,p2c
174,14443,ARIN,ARIN,p2c
174,14485,ARIN,ARIN,p2c
174,14632,ARIN,ARIN,p2c
174,14761,ARIN,ARIN,p2c
174,14828,ARIN,ARIN,p2c
174,14919,ARIN,ARIN,p2c
174,15047,ARIN,ARIN,p2c
174,15050,ARIN,ARIN,p2c
174,15142,ARIN,ARIN,p2c
174,15164,ARIN,ARIN,p2c
174,15225,ARIN,ARIN,p2c
174,15364,ARIN,RIPE,p2c
174,15372,ARIN,RIPE,p2c
174,15412,ARIN,RIPE,p2p
174,15498,ARIN,RIPE,p2c
174,15667,ARIN,RIPE,p2c
174,15694,ARIN,RIPE,p2p
174,15734,ARIN,RIPE,p2c
174,15826,ARIN,RIPE,p2c
174,15919,ARIN,RIPE,p2c
174,15958,ARIN,RIPE,p2p
174,16154,ARIN,RIPE,p2p
174,16236,ARIN,RIPE,p2c
174,16350,ARIN,RIPE,p2p
174,16417,ARIN,ARIN,p2c
174,16509,ARIN,ARIN,p2c
174,16560,ARIN,ARIN,p2c
174,16567,ARIN,ARIN,p2c
174,16725,ARIN,ARIN,p2c
174,16734,ARIN,ARIN,p2c
174,16813,ARIN,ARIN,p2c
174,16841,ARIN,ARIN,p2c
174,16899,ARIN,ARIN,p2c
174,16908,ARIN,ARIN,p2p
174,17076,ARIN,ARIN,p2c
174,17109,ARIN,ARIN,p2c
174,17209,ARIN,ARIN,p2c
174,17211,ARIN,ARIN,p2c
174,17271,ARIN,ARIN,p2c
174,17350,ARIN,ARIN,p2c
174,17506,ARIN,APNIC,p2c
174,17511,ARIN,APNIC,p2c
174,18501,ARIN,ARIN,p2c
174,18508,ARIN,ARIN,p2c
174,18593,ARIN,ARIN,p2c
174,18616,ARIN,ARIN,p2c
174,18742,ARIN,ARIN,p2c
174,18801,ARIN,ARIN,p2c
174,18886,ARIN,ARIN,p2c
174,18905,ARIN,ARIN,p2c
174,18907,ARIN,ARIN,p2c
174,18935,ARIN,ARIN,p2c
174,19009,ARIN,ARIN,p2c
174,19054,ARIN,ARIN,p2c
174,19117,ARIN,ARIN,p2c
174,19203,ARIN,ARIN,p2c
174,19210,ARIN,ARIN,p2c
174,19215,ARIN,ARIN,p2c
174,19242,ARIN,ARIN,p2c
174,19261,ARIN,ARIN,p2c
174,19316,ARIN,ARIN,p2c
174,19630,ARIN,ARIN,p2c
174,19689,ARIN,ARIN,p2c
174,19797,ARIN,ARIN,p2c
174,20139,ARIN,ARIN,p2c
174,20278,ARIN,ARIN,p2c
174,20286,ARIN,ARIN,p2c
174,20387,ARIN,ARIN,p2c
174,20412,ARIN,ARIN,p2c
174,20504,ARIN,RIPE,p2c
174,20545,ARIN,RIPE,p2c
174,20559,ARIN,RIPE,p2c
174,20562,ARIN,RIPE,p2p
174,20679,ARIN,RIPE,p2c
174,20712,ARIN,RIPE,p2c
174,21021,ARIN,RIPE,p2c
174,21037,ARIN,RIPE,p2c
174,21159,ARIN,RIPE,p2c
174,21161,ARIN,RIPE,p2c
174,21234,ARIN,RIPE,p2c
174,21244,ARIN,RIPE,p2c
174,21504,ARIN,ARIN,p2c
174,21534,ARIN,ARIN,p2c
174,21594,ARIN,ARIN,p2c
174,21636,ARIN,ARIN,p2c
174,21947,ARIN,ARIN,p2p
174,21959,ARIN,ARIN,p2c
174,22006,ARIN,ARIN,p2c
174,22155,ARIN,ARIN,p2c
174,22338,ARIN,ARIN,p2c
174,22436,ARIN,ARIN,p2c
174,22442,ARIN,ARIN,p2p
174,22464,ARIN,ARIN,p2c
174,22469,ARIN,ARIN,p2c
174,22557,ARIN,ARIN,p2c
174,22727,ARIN,ARIN,p2c
174,22908,ARIN,ARIN,p2c
174,22926,ARIN,ARIN,p2c
174,22990,ARIN,ARIN,p2c
174,23029,ARIN,ARIN,p2c
174,23068,ARIN,ARIN,p2c
174,23073,ARIN,ARIN,p2c
174,23096,ARIN,ARIN,p2c
174,23276,ARIN,ARIN,p2c
174,23368,ARIN,ARIN,p2c
174,23421,ARIN,ARIN,p2c
174,23947,ARIN,APNIC,p2c
174,24490,ARIN,APNIC,p2p
174,24641,ARIN,RIPE,p2p
174,24750,ARIN,RIPE,p2c
174,24862,ARIN,RIPE,p2p
174,24889,ARIN,RIPE,p2c
174,25042,ARIN,RIPE,p2c
174,25101,ARIN,RIPE,p2c
174,25227,ARIN,RIPE,p2p
174,25521,ARIN,RIPE,p2c
174,25540,ARIN,RIPE,p2p
174,25612,ARIN,ARIN,p2c
174,25786,ARIN,ARIN,p2c
174,25795,ARIN,ARIN,p2c
174,25801,ARIN,ARIN,p2c
174,25808,ARIN,ARIN,p2c
174,25934,ARIN,ARIN,p2c
174,25985,ARIN,ARIN,p2c
174,26154,ARIN,ARIN,p2c
174,26224,ARIN,ARIN,p2c
174,26253,ARIN,ARIN,p2c
174,26342,ARIN,ARIN,p2c
174,26512,ARIN,ARIN,p2c
174,26613,ARIN,ARIN,p2c
174,26767,ARIN,ARIN,p2c
174,26909,ARIN,ARIN,p2c
174,26984,ARIN,ARIN,p2c
174,27235,ARIN,ARIN,p2c
174,27310,ARIN,ARIN,p2c
174,27367,ARIN,ARIN,p2c
174,27377,ARIN,ARIN,p2c
174,27400,ARIN,ARIN,p2c
174,27446,ARIN,ARIN,p2c
174,27467,ARIN,ARIN,p2c
174,27516,ARIN,ARIN,p2c
174,27759,ARIN,LACNIC,p2c
174,28220,ARIN,LACNIC,p2p
174,28368,ARIN,LACNIC,p2p
174,28387,ARIN,LACNIC,p2c
174,28409,ARIN,LACNIC,p2c
174,28469,ARIN,LACNIC,p2c
174,28539,ARIN,LACNIC,p2c
174,28598,ARIN,LACNIC,p2c
174,28773,ARIN,RIPE,p2c
174,28776,ARIN,RIPE,p2c
174,28789,ARIN,RIPE,p2c
174,28974,ARIN,RIPE,p2c
174,29129,ARIN,RIPE,p2c
174,29207,ARIN,RIPE,p2c
174,29286,ARIN,RIPE,p2c
174,29470,ARIN,RIPE,p2p
174,29615,ARIN,RIPE,p2c
174,29632,ARIN,RIPE,p2p
174,29644,ARIN,RIPE,p2p
174,29667,ARIN,RIPE,p2c
174,29783,ARIN,ARIN,p2c
174,29784,ARIN,ARIN,p2c
174,29838,ARIN,ARIN,p2c
174,29858,ARIN,ARIN,p2c
174,29892,ARIN,ARIN,p2c
174,29900,ARIN,ARIN,p2c
174,29970,ARIN,ARIN,p2c
174,29971,ARIN,ARIN,p2c
174,30035,ARIN,ARIN,p2c
174,30086,ARIN,ARIN,p2c
174,30245,ARIN,ARIN,p2c
174,30298,ARIN,ARIN,p2c
174,30430,ARIN,ARIN,p2c
174,30549,ARIN,ARIN,p2c
174,30766,ARIN,RIPE,p2c
174,30851,ARIN,RIPE,p2p
174,30858,ARIN,RIPE,p2c
174,30972,ARIN,RIPE,p2p
174,30982,ARIN,RIPE,p2c
174,31042,ARIN,RIPE,p2c
174,31059,ARIN,RIPE,p2c
174,31180,ARIN,RIPE,p2c
174,31293,ARIN,RIPE,p2c
174,31313,ARIN,RIPE,p2c
174,31797,ARIN,ARIN,p2c
174,31957,ARIN,ARIN,p2c
174,32097,ARIN,ARIN,p2c
174,32440,ARIN,ARIN,p2c
174,32444,ARIN,ARIN,p2c
174,32880,ARIN,ARIN,p2c
174,33005,ARIN,ARIN,p2c
174,33044,ARIN,ARIN,p2c
174,33083,ARIN,ARIN,p2c
174,33166,ARIN,ARIN,p2c
174,33256,ARIN,ARIN,p2c
174,33260,ARIN,ARIN,p2c
174,33274,ARIN,ARIN,p2c
174,33326,ARIN,ARIN,p2c
174,33333,ARIN,ARIN,p2c
174,33345,ARIN,ARIN,p2c
174,33353,ARIN,ARIN,p2c
174,33659,ARIN,ARIN,p2p
174,33705,ARIN,ARIN,p2c
174,33745,ARIN,ARIN,p2c
174,34066,ARIN,RIPE,p2c
174,34120,ARIN,RIPE,p2p
174,34125,ARIN,RIPE,p2c
174,34254,ARIN,RIPE,p2c
174,34409,ARIN,RIPE,p2c
174,34422,ARIN,RIPE,p2c
174,34554,ARIN,RIPE,p2c
174,34674,ARIN,RIPE,p2c
174,34700,ARIN,RIPE,p2p
174,34746,ARIN,RIPE,p2c
174,34762,ARIN,RIPE,p2c
174,35063,ARIN,RIPE,p2c
174,35330,ARIN,RIPE,p2c
174,35617,ARIN,RIPE,p2c
174,36035,ARIN,ARIN,p2c
174,36083,ARIN,ARIN,p2c
174,36259,ARIN,ARIN,p2c
174,36307,ARIN,ARIN,p2c
174,36401,ARIN,ARIN,p2c
174,36454,ARIN,ARIN,p2c
174,36709,ARIN,ARIN,p2c
174,36844,ARIN,ARIN,p2c
174,37136,ARIN,AFRINIC,p2c
174,37349,ARIN,AFRINIC,p2c
174,37497,ARIN,AFRINIC,p2c
174,37508,ARIN,AFRINIC,p2c
174,37529,ARIN,AFRINIC,p2c
174,38040,ARIN,APNIC,p2c
174,38345,ARIN,APNIC,p2c
174,38496,ARIN,APNIC,p2c
174,38808,ARIN,APNIC,p2c
174,39326,ARIN,RIPE,p2c
174,39671,ARIN,RIPE,p2c
174,39686,ARIN,RIPE,p2c
174,39737,ARIN,RIPE,p2p
174,39781,ARIN,RIPE,p2p
174,39884,ARIN,RIPE,p2c
174,39904,ARIN,RIPE,p2c
174,39912,ARIN,RIPE,p2c
174,39978,ARIN,ARIN,p2c
174,39988,ARIN,ARIN,p2c
174,40065,ARIN,ARIN,p2c
174,40073,ARIN,ARIN,p2c
174,40128,ARIN,ARIN,p2c
174,40204,ARIN,ARIN,p2c
174,40303,ARIN,ARIN,p2c
174,40413,ARIN,ARIN,p2c
174,40467,ARIN,ARIN,p2c
174,40515,ARIN,ARIN,p2c
174,40526,ARIN,ARIN,p2c
174,40561,ARIN,ARIN,p2c
174,40564,ARIN,ARIN,p2c
174,40657,ARIN,ARIN,p2c
174,40675,ARIN,ARIN,p2c
174,40805,ARIN,ARIN,p2c
174,40819,ARIN,ARIN,p2c
174,40907,ARIN,ARIN,p2c
174,40933,ARIN,ARIN,p2c
174,40943,ARIN,ARIN,p2c
174,41103,ARIN,RIPE,p2c
174,41160,ARIN,RIPE,p2c
174,41489,ARIN,RIPE,p2c
174,41490,ARIN,RIPE,p2c
174,41504,ARIN,RIPE,p2c
174,41600,ARIN,RIPE,p2c
174,41652,ARIN,RIPE,p2c
174,41692,ARIN,RIPE,p2p
174,41721,ARIN,RIPE,p2c
174,42331,ARIN,RIPE,p2c
174,42411,ARIN,RIPE,p2c
174,42425,ARIN,RIPE,p2c
174,42503,ARIN,RIPE,p2c
174,42509,ARIN,RIPE,p2c
174,42861,ARIN,RIPE,p2c
174,42927,ARIN,RIPE,p2p
174,43171,ARIN,RIPE,p2c
174,43313,ARIN,RIPE,p2c
174,43333,ARIN,RIPE,p2c
174,43342,ARIN,RIPE,p2c
174,43515,ARIN,RIPE,p2c
174,43531,ARIN,RIPE,p2p
174,43561,ARIN,RIPE,p2p
174,43727,ARIN,RIPE,p2c
174,43861,ARIN,RIPE,p2c
174,43872,ARIN,RIPE,p2c
174,43885,ARIN,RIPE,p2c
174,43930,ARIN,RIPE,p2c
174,44134,ARIN,RIPE,p2c
174,44306,ARIN,RIPE,p2c
174,44308,ARIN,RIPE,p2c
174,44365,ARIN,RIPE,p2c
174,44377,ARIN,RIPE,p2c
174,44407,ARIN,RIPE,p2c
174,44679,ARIN,RIPE,p2c
174,44706,ARIN,RIPE,p2c
174,44786,ARIN,RIPE,p2c
174,44927,ARIN,RIPE,p2c
174,44943,ARIN,RIPE,p2c
174,45033,ARIN,RIPE,p2c
174,45432,ARIN,APNIC,p2c
174,45834,ARIN,APNIC,p2c
174,46126,ARIN,ARIN,p2c
174,46185,ARIN,ARIN,p2c
174,46198,ARIN,ARIN,p2c
174,46250,ARIN,ARIN,p2c
174,46322,ARIN,ARIN,p2c
174,46354,ARIN,ARIN,p2c
174,46474,ARIN,ARIN,p2c
174,47038,ARIN,ARIN,p2c
174,47110,ARIN,RIPE,p2c
174,47171,ARIN,RIPE,p2c
174,47177,ARIN,RIPE,p2c
174,47273,ARIN,RIPE,p2c
174,47318,ARIN,RIPE,p2c
174,47485,ARIN,RIPE,p2c
174,47572,ARIN,RIPE,p2c
174,47949,ARIN,RIPE,p2c
174,47973,ARIN,RIPE,p2c
174,48071,ARIN,RIPE,p2c
174,48116,ARIN,RIPE,p2c
174,48152,ARIN,RIPE,p2c
174,48347,ARIN,RIPE,p2p
174,48402,ARIN,RIPE,p2c
174,48504,ARIN,RIPE,p2c
174,48526,ARIN,RIPE,p2c
174,48588,ARIN,RIPE,p2c
174,48635,ARIN,RIPE,p2c
174,48683,ARIN,RIPE,p2c
174,48768,ARIN,RIPE,p2c
174,48968,ARIN,RIPE,p2c
174,49096,ARIN,RIPE,p2c
174,49349,ARIN,RIPE,p2c
174,49532,ARIN,RIPE,p2c
174,49535,ARIN,RIPE,p2c
174,49605,ARIN,RIPE,p2c
174,49743,ARIN,RIPE,p2c
174,49829,ARIN,RIPE,p2c
174,49854,ARIN,RIPE,p2c
174,50010,ARIN,RIPE,p2c
174,50295,ARIN,RIPE,p2p
174,50327,ARIN,RIPE,p2c
174,50446,ARIN,RIPE,p2c
174,50459,ARIN,RIPE,p2p
174,50522,ARIN,RIPE,p2c
174,50631,ARIN,RIPE,p2c
174,50823,ARIN,RIPE,p2c
174,50877,ARIN,RIPE,p2c
174,50957,ARIN,RIPE,p2c
174,51185,ARIN,RIPE,p2c
174,51310,ARIN,RIPE,p2c
174,51395,ARIN,RIPE,p2c
174,51499,ARIN,RIPE,p2c
174,51580,ARIN,RIPE,p2c
174,51863,ARIN,RIPE,p2p
174,51906,ARIN,RIPE,p2c
174,51942,ARIN,RIPE,p2c
174,51978,ARIN,RIPE,p2c
174,52000,ARIN,RIPE,p2c
174,52018,ARIN,RIPE,p2c
174,52102,ARIN,RIPE,p2c
174,52284,ARIN,LACNIC,p2c
174,52863,ARIN,LACNIC,p2c
174,53264,ARIN,ARIN,p2c
