asn1,asn2,asn1RIR,asn2RIR,rel
62,6939,ARIN,ARIN,p2p
62,18996,ARIN,ARIN,p2c
62,22717,ARIN,ARIN,p2c
62,23530,ARIN,ARIN,p2c
62,25907,ARIN,ARIN,p2c
62,25955,ARIN,ARIN,p2c
62,27383,ARIN,ARIN,p2c
62,33016,ARIN,ARIN,p2c
62,46282,ARIN,ARIN,p2c
62,53559,ARIN,ARIN,p2c
62,54426,ARIN,ARIN,p2c
62,54554,ARIN,ARIN,p2c
62,54963,ARIN,ARIN,p2c
62,63474,ARIN,ARIN,p2c
62,393463,ARIN,ARIN,p2c
62,393520,ARIN,ARIN,p2c
62,393587,ARIN,ARIN,p2c
62,393759,ARIN,ARIN,p2c
62,393793,ARIN,ARIN,p2c
62,393924,ARIN,ARIN,p2c
62,395161,ARIN,ARIN,p2c
62,396838,ARIN,ARIN,p2c
62,397325,ARIN,ARIN,p2c
62,397768,ARIN,ARIN,p2c
62,397941,ARIN,ARIN,p2c
71,37492,ARIN,AFRINIC,p2p
81,11537,ARIN,ARIN,p2p
81,13862,ARIN,ARIN,p2c
81,395312,ARIN,ARIN,p2c
81,396837,ARIN,ARIN,p2c
101,4600,ARIN,ARIN,p2p
101,7713,ARIN,APNIC,p2p
101,10883,ARIN,ARIN,p2p
101,11827,ARIN,ARIN,p2c
101,19014,ARIN,ARIN,p2c
101,32354,ARIN,ARIN,p2p
101,63927,ARIN,APNIC,p2p
103,11537,ARIN,ARIN,p2p
112,1820,ARIN,ARIN,p2p
112,4826,ARIN,APNIC,p2p
112,5431,ARIN,RIPE,p2p
112,5568,ARIN,RIPE,p2p
112,6079,ARIN,ARIN,p2p
112,6724,ARIN,RIPE,p2p
112,7713,ARIN,APNIC,p2p
112,8985,ARIN,RIPE,p2p
112,9269,ARIN,APNIC,p2p
112,12337,ARIN,RIPE,p2p
112,12567,ARIN,RIPE,p2p
112,12637,ARIN,RIPE,p2p
112,13030,ARIN,RIPE,p2p
112,14840,ARIN,ARIN,p2p
112,17639,ARIN,APNIC,p2p
112,18106,ARIN,APNIC,p2p
112,20912,ARIN,RIPE,p2p
112,24516,ARIN,APNIC,p2p
112,25251,ARIN,RIPE,p2p
112,25511,ARIN,RIPE,p2p
112,28186,ARIN,LACNIC,p2p
112,28761,ARIN,RIPE,p2p
112,28840,ARIN,RIPE,p2p
112,31287,ARIN,RIPE,p2p
112,32590,ARIN,ARIN,p2p
112,35237,ARIN,RIPE,p2p
112,35807,ARIN,RIPE,p2p
112,36236,ARIN,ARIN,p2p
112,39120,ARIN,RIPE,p2p
112,40630,ARIN,ARIN,p2p
112,41327,ARIN,RIPE,p2p
112,41750,ARIN,RIPE,p2p
112,41811,ARIN,RIPE,p2p
112,42861,ARIN,RIPE,p2p
112,43628,ARIN,RIPE,p2p
112,44479,ARIN,RIPE,p2p
112,45352,ARIN,APNIC,p2p
112,47321,ARIN,RIPE,p2p
112,47569,ARIN,RIPE,p2p
112,48739,ARIN,RIPE,p2p
112,50022,ARIN,RIPE,p2p
112,50050,ARIN,RIPE,p2p
112,50687,ARIN,RIPE,p2p
112,51178,ARIN,RIPE,p2p
112,52201,ARIN,RIPE,p2p
112,52320,ARIN,LACNIC,p2p
112,53767,ARIN,ARIN,p2p
112,56864,ARIN,RIPE,p2p
112,56971,ARIN,RIPE,p2p
112,56994,ARIN,RIPE,p2p
112,57073,ARIN,RIPE,p2p
112,57111,ARIN,RIPE,p2p
112,57976,ARIN,RIPE,p2p
112,59613,ARIN,RIPE,p2p
112,60072,ARIN,RIPE,p2p
112,61333,ARIN,RIPE,p2p
112,62459,ARIN,RIPE,p2p
112,136907,ARIN,APNIC,p2p
112,196610,ARIN,RIPE,p2p
112,197790,ARIN,RIPE,p2p
112,199634,ARIN,RIPE,p2p
112,200044,ARIN,RIPE,p2p
112,200350,ARIN,RIPE,p2p
112,201776,ARIN,RIPE,p2p
112,201785,ARIN,RIPE,p2p
112,202838,ARIN,RIPE,p2p
112,203784,ARIN,RIPE,p2p
112,204582,ARIN,RIPE,p2p
112,204720,ARIN,RIPE,p2p
112,205022,ARIN,RIPE,p2p
112,205530,ARIN,RIPE,p2p
112,206295,ARIN,RIPE,p2p
112,208075,ARIN,RIPE,p2p
112,208912,ARIN,RIPE,p2p
112,209030,ARIN,RIPE,p2p
112,209307,ARIN,RIPE,p2p
137,14537,ARIN,ARIN,p2p
137,24482,ARIN,APNIC,p2p
137,28716,ARIN,RIPE,p2p
137,39120,ARIN,RIPE,p2p
137,41327,ARIN,RIPE,p2p
137,49709,ARIN,RIPE,p2p
137,57111,ARIN,RIPE,p2p
137,60501,ARIN,RIPE,p2p
137,202032,ARIN,RIPE,p2p
137,209631,ARIN,RIPE,p2c
137,267613,ARIN,LACNIC,p2p
160,11537,ARIN,ARIN,p2p
173,38639,ARIN,APNIC,p2p
174,4,ARIN,ARIN,p2c
174,29,ARIN,ARIN,p2c
174,62,ARIN,ARIN,p2c
174,81,ARIN,ARIN,p2c
174,703,ARIN,ARIN,p2p
174,1613,ARIN,ARIN,p2c
174,1635,ARIN,ARIN,p2c
174,1820,ARIN,ARIN,p2c
174,2047,ARIN,RIPE,p2c
174,2516,ARIN,ARIN,p2p
174,2544,ARIN,ARIN,p2c
174,2588,ARIN,RIPE,p2c
174,3213,ARIN,RIPE,p2c
174,3481,ARIN,ARIN,p2c
174,3549,ARIN,ARIN,p2p
174,3912,ARIN,ARIN,p2c
174,4255,ARIN,ARIN,p2c
174,4546,ARIN,ARIN,p2c
174,4800,ARIN,APNIC,p2c
174,4888,ARIN,ARIN,p2c
174,5091,ARIN,ARIN,p2c
174,5390,ARIN,RIPE,p2c
174,5410,ARIN,RIPE,p2c
174,5416,ARIN,RIPE,p2c
174,5742,ARIN,ARIN,p2c
174,5769,ARIN,ARIN,p2c
174,6169,ARIN,ARIN,p2c
174,6220,ARIN,ARIN,p2c
174,6315,ARIN,ARIN,p2p
174,6341,ARIN,ARIN,p2c
174,6400,ARIN,ARIN,p2c
174,6764,ARIN,RIPE,p2c
174,6876,ARIN,RIPE,p2c
174,6893,ARIN,RIPE,p2c
174,7153,ARIN,ARIN,p2c
174,7311,ARIN,ARIN,p2c
174,7403,ARIN,ARIN,p2c
174,7490,ARIN,APNIC,p2c
174,7761,ARIN,ARIN,p2c
174,7794,ARIN,ARIN,p2c
174,7819,ARIN,ARIN,p2c
174,7835,ARIN,ARIN,p2c
174,7932,ARIN,ARIN,p2c
174,7941,ARIN,ARIN,p2c
174,8097,ARIN,ARIN,p2c
174,8151,ARIN,ARIN,p2c
174,8285,ARIN,RIPE,p2c
174,8362,ARIN,RIPE,p2c
174,8374,ARIN,RIPE,p2c
174,8487,ARIN,RIPE,p2c
174,8647,ARIN,RIPE,p2c
174,8781,ARIN,RIPE,p2c
174,8881,ARIN,RIPE,p2c
174,8899,ARIN,RIPE,p2c
174,9008,ARIN,RIPE,p2c
174,9166,ARIN,RIPE,p2c
174,9172,ARIN,RIPE,p2c
174,9268,ARIN,APNIC,p2c
174,9297,ARIN,APNIC,p2c
174,9313,ARIN,APNIC,p2c
174,9744,ARIN,APNIC,p2c
174,9873,ARIN,APNIC,p2c
174,9902,ARIN,APNIC,p2c
174,9929,ARIN,APNIC,p2p
174,9957,ARIN,APNIC,p2c
174,10099,ARIN,APNIC,p2c
174,10226,ARIN,APNIC,p2c
174,10274,ARIN,ARIN,p2c
174,10279,ARIN,ARIN,p2c
174,10694,ARIN,ARIN,p2c
174,10730,ARIN,ARIN,p2c
174,11090,ARIN,ARIN,p2c
174,11190,ARIN,ARIN,p2c
174,11227,ARIN,ARIN,p2c
174,11251,ARIN,ARIN,p2c
174,11280,ARIN,ARIN,p2c
174,11291,ARIN,ARIN,p2c
174,11325,ARIN,ARIN,p2c
174,11406,ARIN,ARIN,p2c
174,11414,ARIN,ARIN,p2c
174,11533,ARIN,ARIN,p2c
174,11641,ARIN,ARIN,p2c
174,11666,ARIN,ARIN,p2c
174,11931,ARIN,ARIN,p2c
174,11951,ARIN,ARIN,p2c
174,11956,ARIN,ARIN,p2c
174,11979,ARIN,ARIN,p2c
174,12132,ARIN,ARIN,p2c
174,12152,ARIN,ARIN,p2c
174,12183,ARIN,ARIN,p2c
174,12268,ARIN,ARIN,p2c
174,12372,ARIN,RIPE,p2c
174,12379,ARIN,RIPE,p2c
174,12571,ARIN,RIPE,p2c
174,12577,ARIN,RIPE,p2c
174,12601,ARIN,RIPE,p2c
174,12615,ARIN,RIPE,p2c
174,12654,ARIN,RIPE,p2c
174,12850,ARIN,RIPE,p2c
174,12996,ARIN,RIPE,p2c
174,13113,ARIN,RIPE,p2c
174,13126,ARIN,RIPE,p2c
174,13329,ARIN,ARIN,p2c
174,13376,ARIN,ARIN,p2c
174,13494,ARIN,ARIN,p2c
174,13580,ARIN,ARIN,p2c
174,13597,ARIN,ARIN,p2c
174,13614,ARIN,ARIN,p2c
174,13781,ARIN,ARIN,p2c
174,13830,ARIN,ARIN,p2c
174,13834,ARIN,ARIN,p2c
174,14076,ARIN,ARIN,p2c
174,14120,ARIN,ARIN,p2c
174,14131,ARIN,ARIN,p2c
174,14155,ARIN,ARIN,p2c
174,14188,ARIN,ARIN,p2c
174,14224,ARIN,ARIN,p2c
174,14244,ARIN,ARIN,p2c
174,14282,ARIN,ARIN,p2c
174,14315,ARIN,ARIN,p2c
174,14374,ARIN,ARIN,p2c
174,14410,ARIN,ARIN,p2c
174,14477,ARIN,ARIN,p2p
174,14525,ARIN,ARIN,p2c
174,14528,ARIN,ARIN,p2c
174,14586,ARIN,ARIN,p2c
174,14713,ARIN,ARIN,p2c
174,14726,ARIN,ARIN,p2c
174,14739,ARIN,ARIN,p2c
174,14828,ARIN,ARIN,p2c
174,14922,ARIN,ARIN,p2c
174,14971,ARIN,ARIN,p2c
174,15085,ARIN,ARIN,p2c
174,15094,ARIN,ARIN,p2c
174,15108,ARIN,ARIN,p2c
174,15190,ARIN,ARIN,p2c
174,15359,ARIN,ARIN,p2c
174,15412,ARIN,RIPE,p2p
174,15440,ARIN,RIPE,p2c
174,15498,ARIN,RIPE,p2c
174,15600,ARIN,RIPE,p2c
174,15704,ARIN,RIPE,p2c
174,15735,ARIN,RIPE,p2c
174,15943,ARIN,RIPE,p2c
174,15967,ARIN,RIPE,p2c
174,15994,ARIN,RIPE,p2c
174,16294,ARIN,RIPE,p2c
174,16349,ARIN,RIPE,p2c
174,16475,ARIN,ARIN,p2c
174,16494,ARIN,ARIN,p2c
174,16504,ARIN,ARIN,p2c
174,16545,ARIN,ARIN,p2c
174,16665,ARIN,ARIN,p2c
174,16682,ARIN,ARIN,p2c
174,16695,ARIN,ARIN,p2c
174,16698,ARIN,ARIN,p2c
174,16764,ARIN,ARIN,p2c
174,16837,ARIN,ARIN,p2c
174,16871,ARIN,ARIN,p2c
174,16930,ARIN,ARIN,p2c
174,17037,ARIN,ARIN,p2c
174,17090,ARIN,ARIN,p2c
174,17158,ARIN,ARIN,p2c
174,17361,ARIN,ARIN,p2c
174,17362,ARIN,ARIN,p2c
174,17547,ARIN,APNIC,p2c
174,17685,ARIN,APNIC,p2c
174,17705,ARIN,APNIC,p2c
174,17828,ARIN,APNIC,p2c
174,18283,ARIN,APNIC,p2c
174,18351,ARIN,APNIC,p2c
174,18403,ARIN,APNIC,p2c
174,18804,ARIN,ARIN,p2p
174,18807,ARIN,ARIN,p2c
174,18859,ARIN,ARIN,p2c
174,18888,ARIN,ARIN,p2c
174,18929,ARIN,ARIN,p2c
174,18969,ARIN,ARIN,p2c
174,18988,ARIN,ARIN,p2c
174,19155,ARIN,ARIN,p2c
174,19197,ARIN,ARIN,p2c
174,19240,ARIN,ARIN,p2c
174,19301,ARIN,ARIN,p2c
174,19331,ARIN,ARIN,p2c
174,19332,ARIN,ARIN,p2c
174,19382,ARIN,ARIN,p2c
174,19383,ARIN,ARIN,p2c
174,19429,ARIN,ARIN,p2c
174,19596,ARIN,ARIN,p2c
174,19746,ARIN,ARIN,p2c
174,19759,ARIN,ARIN,p2c
174,19857,ARIN,ARIN,p2c
174,19858,ARIN,ARIN,p2c
174,19907,ARIN,ARIN,p2c
174,19969,ARIN,ARIN,p2c
174,19977,ARIN,ARIN,p2c
174,20055,ARIN,ARIN,p2c
174,20119,ARIN,ARIN,p2c
174,20161,ARIN,ARIN,p2c
174,20258,ARIN,ARIN,p2c
174,20264,ARIN,ARIN,p2c
174,20347,ARIN,ARIN,p2c
174,20414,ARIN,ARIN,p2c
174,20546,ARIN,RIPE,p2c
174,21101,ARIN,RIPE,p2c
174,21267,ARIN,RIPE,p2c
174,21540,ARIN,ARIN,p2c
174,21570,ARIN,ARIN,p2p
174,21668,ARIN,ARIN,p2c
174,21787,ARIN,ARIN,p2c
174,21833,ARIN,ARIN,p2c
174,21869,ARIN,ARIN,p2c
174,21979,ARIN,ARIN,p2c
174,22069,ARIN,ARIN,p2c
174,22132,ARIN,ARIN,p2c
174,22144,ARIN,ARIN,p2c
174,22179,ARIN,ARIN,p2c
174,22191,ARIN,ARIN,p2c
174,22389,ARIN,ARIN,p2c
174,22418,ARIN,ARIN,p2c
174,22439,ARIN,ARIN,p2c
174,22487,ARIN,ARIN,p2c
174,22549,ARIN,ARIN,p2c
174,22631,ARIN,ARIN,p2c
174,22645,ARIN,ARIN,p2c
174,22724,ARIN,ARIN,p2c
174,22804,ARIN,ARIN,p2c
174,22850,ARIN,ARIN,p2c
174,22931,ARIN,ARIN,p2c
174,23000,ARIN,ARIN,p2c
174,23187,ARIN,ARIN,p2c
174,23252,ARIN,ARIN,p2c
174,23340,ARIN,ARIN,p2c
174,23376,ARIN,ARIN,p2c
174,23379,ARIN,ARIN,p2c
174,23413,ARIN,ARIN,p2c
174,23514,ARIN,ARIN,p2c
174,23516,ARIN,ARIN,p2c
174,23673,ARIN,APNIC,p2c
174,24198,ARIN,APNIC,p2c
174,24534,ARIN,APNIC,p2c
174,24592,ARIN,RIPE,p2c
174,24807,ARIN,RIPE,p2c
174,24994,ARIN,RIPE,p2c
174,25248,ARIN,RIPE,p2c
174,25250,ARIN,RIPE,p2c
174,25645,ARIN,ARIN,p2c
174,25651,ARIN,ARIN,p2c
174,25943,ARIN,ARIN,p2c
174,26211,ARIN,ARIN,p2c
174,26223,ARIN,ARIN,p2c
174,26246,ARIN,ARIN,p2c
174,26290,ARIN,ARIN,p2c
174,26374,ARIN,ARIN,p2c
174,26465,ARIN,ARIN,p2c
174,26479,ARIN,ARIN,p2c
174,26531,ARIN,ARIN,p2c
174,26724,ARIN,ARIN,p2c
174,26848,ARIN,ARIN,p2c
174,26856,ARIN,ARIN,p2c
174,26938,ARIN,ARIN,p2c
174,26963,ARIN,ARIN,p2c
174,27002,ARIN,ARIN,p2c
174,27251,ARIN,ARIN,p2c
174,27265,ARIN,ARIN,p2c
174,27310,ARIN,ARIN,p2c
174,27390,ARIN,ARIN,p2c
174,27489,ARIN,ARIN,p2c
174,27593,ARIN,ARIN,p2c
174,27626,ARIN,ARIN,p2c
174,27681,ARIN,LACNIC,p2c
174,28145,ARIN,LACNIC,p2c
174,28178,ARIN,LACNIC,p2c
174,28263,ARIN,LACNIC,p2c
174,28419,ARIN,LACNIC,p2c
174,28427,ARIN,LACNIC,p2c
174,28438,ARIN,LACNIC,p2c
174,28466,ARIN,LACNIC,p2c
174,28649,ARIN,LACNIC,p2c
174,29009,ARIN,RIPE,p2c
174,29110,ARIN,RIPE,p2c
174,29141,ARIN,RIPE,p2c
174,29182,ARIN,RIPE,p2c
174,29435,ARIN,RIPE,p2c
174,29951,ARIN,ARIN,p2c
174,30018,ARIN,ARIN,p2c
174,30201,ARIN,ARIN,p2c
174,30231,ARIN,ARIN,p2c
174,30238,ARIN,ARIN,p2c
174,30259,ARIN,ARIN,p2c
174,30288,ARIN,ARIN,p2c
174,30495,ARIN,ARIN,p2c
174,30721,ARIN,RIPE,p2c
174,31438,ARIN,RIPE,p2c
174,31725,ARIN,RIPE,p2c
174,31747,ARIN,ARIN,p2c
174,32035,ARIN,ARIN,p2c
174,32248,ARIN,ARIN,p2c
174,32286,ARIN,ARIN,p2c
174,32378,ARIN,ARIN,p2c
174,32389,ARIN,ARIN,p2c
174,32453,ARIN,ARIN,p2c
174,32503,ARIN,ARIN,p2c
174,32524,ARIN,ARIN,p2c
174,32546,ARIN,ARIN,p2c
174,32603,ARIN,ARIN,p2c
174,32799,ARIN,ARIN,p2c
174,32931,ARIN,ARIN,p2c
174,32932,ARIN,ARIN,p2c
174,33045,ARIN,ARIN,p2c
174,33097,ARIN,ARIN,p2c
174,33103,ARIN,ARIN,p2c
174,33137,ARIN,ARIN,p2c
174,33144,ARIN,ARIN,p2c
174,33223,ARIN,ARIN,p2c
174,33304,ARIN,ARIN,p2c
174,33359,ARIN,ARIN,p2c
174,33371,ARIN,ARIN,p2c
174,33390,ARIN,ARIN,p2c
174,33494,ARIN,ARIN,p2c
174,33509,ARIN,ARIN,p2c
174,33522,ARIN,ARIN,p2c
174,33550,ARIN,ARIN,p2c
174,33598,ARIN,ARIN,p2c
174,33675,ARIN,ARIN,p2c
174,33680,ARIN,ARIN,p2c
174,33717,ARIN,ARIN,p2c
174,33849,ARIN,RIPE,p2c
174,33916,ARIN,RIPE,p2c
174,34080,ARIN,RIPE,p2c
174,34119,ARIN,RIPE,p2c
174,34171,ARIN,RIPE,p2c
174,34304,ARIN,RIPE,p2c
174,34471,ARIN,RIPE,p2c
174,34674,ARIN,RIPE,p2c
174,34727,ARIN,RIPE,p2c
174,34743,ARIN,RIPE,p2c
174,34749,ARIN,RIPE,p2c
174,35071,ARIN,RIPE,p2c
174,35203,ARIN,RIPE,p2c
174,35437,ARIN,RIPE,p2c
174,35467,ARIN,RIPE,p2c
174,35661,ARIN,RIPE,p2c
174,35791,ARIN,RIPE,p2c
174,35793,ARIN,RIPE,p2c
174,35871,ARIN,ARIN,p2c
174,35873,ARIN,ARIN,p2c
174,35913,ARIN,ARIN,p2c
174,36054,ARIN,ARIN,p2c
174,36073,ARIN,ARIN,p2c
174,36103,ARIN,ARIN,p2c
174,36221,ARIN,ARIN,p2c
174,36246,ARIN,ARIN,p2c
174,36326,ARIN,ARIN,p2c
174,36352,ARIN,ARIN,p2c
174,36401,ARIN,ARIN,p2c
174,36416,ARIN,ARIN,p2c
174,36474,ARIN,ARIN,p2c
174,36483,ARIN,ARIN,p2c
174,36591,ARIN,ARIN,p2c
174,36715,ARIN,ARIN,p2c
174,36730,ARIN,ARIN,p2c
174,36737,ARIN,ARIN,p2c
174,36741,ARIN,ARIN,p2c
174,36791,ARIN,ARIN,p2c
174,36874,ARIN,AFRINIC,p2c
174,36891,ARIN,AFRINIC,p2c
174,36914,ARIN,AFRINIC,p2c
174,36930,ARIN,AFRINIC,p2c
174,37035,ARIN,AFRINIC,p2c
174,37090,ARIN,AFRINIC,p2c
174,37552,ARIN,AFRINIC,p2c
174,37680,ARIN,AFRINIC,p2c
174,37721,ARIN,AFRINIC,p2c
174,38790,ARIN,APNIC,p2c
174,39040,ARIN,RIPE,p2c
174,39053,ARIN,RIPE,p2c
174,39086,ARIN,RIPE,p2c
174,39175,ARIN,RIPE,p2c
174,39233,ARIN,RIPE,p2c
174,39305,ARIN,RIPE,p2c
174,39353,ARIN,RIPE,p2c
174,39378,ARIN,RIPE,p2c
174,39384,ARIN,RIPE,p2c
174,39560,ARIN,RIPE,p2c
174,39764,ARIN,RIPE,p2c
174,39798,ARIN,RIPE,p2c
174,39845,ARIN,RIPE,p2c
174,39855,ARIN,RIPE,p2c
174,39875,ARIN,RIPE,p2c
174,39892,ARIN,RIPE,p2c
174,39931,ARIN,RIPE,p2c
174,40118,ARIN,ARIN,p2c
174,40221,ARIN,ARIN,p2c
174,40344,ARIN,ARIN,p2c
174,40345,ARIN,ARIN,p2c
174,40496,ARIN,ARIN,p2c
174,40631,ARIN,ARIN,p2c
174,40734,ARIN,ARIN,p2c
174,40764,ARIN,ARIN,p2c
174,40782,ARIN,ARIN,p2c
174,40853,ARIN,ARIN,p2c
174,40877,ARIN,ARIN,p2c
174,40900,ARIN,ARIN,p2c
174,40908,ARIN,ARIN,p2c
174,40949,ARIN,ARIN,p2c
174,41108,ARIN,RIPE,p2c
174,41114,ARIN,RIPE,p2c
174,41291,ARIN,RIPE,p2c
174,41379,ARIN,RIPE,p2c
174,41484,ARIN,RIPE,p2c
174,41496,ARIN,RIPE,p2c
174,41538,ARIN,RIPE,p2c
174,41552,ARIN,RIPE,p2c
174,41788,ARIN,RIPE,p2c
174,41872,ARIN,RIPE,p2c
174,41876,ARIN,RIPE,p2c
174,41951,ARIN,RIPE,p2c
174,42180,ARIN,RIPE,p2c
174,42295,ARIN,RIPE,p2c
174,42312,ARIN,RIPE,p2c
174,42366,ARIN,RIPE,p2c
174,42392,ARIN,RIPE,p2c
174,42449,ARIN,RIPE,p2c
174,42467,ARIN,RIPE,p2c
174,42504,ARIN,RIPE,p2c
174,42705,ARIN,RIPE,p2c
174,43013,ARIN,RIPE,p2c
174,43192,ARIN,RIPE,p2c
174,43342,ARIN,RIPE,p2c
174,43364,ARIN,RIPE,p2c
174,43376,ARIN,RIPE,p2c
174,43561,ARIN,RIPE,p2c
174,43853,ARIN,RIPE,p2c
174,44205,ARIN,RIPE,p2c
174,44302,ARIN,RIPE,p2c
174,44473,ARIN,RIPE,p2c
174,44475,ARIN,RIPE,p2c
174,44717,ARIN,RIPE,p2c
174,44821,ARIN,RIPE,p2c
174,45430,ARIN,APNIC,p2c
174,45498,ARIN,APNIC,p2c
174,45594,ARIN,APNIC,p2c
174,45663,ARIN,APNIC,p2c
174,46071,ARIN,APNIC,p2c
174,46116,ARIN,ARIN,p2c
174,46131,ARIN,ARIN,p2c
174,46160,ARIN,ARIN,p2c
174,46340,ARIN,ARIN,p2c
174,46375,ARIN,ARIN,p2c
174,46449,ARIN,ARIN,p2c
174,46665,ARIN,ARIN,p2c
174,46691,ARIN,ARIN,p2c
174,46734,ARIN,ARIN,p2c
174,46824,ARIN,ARIN,p2c
174,47018,ARIN,ARIN,p2c
174,47563,ARIN,RIPE,p2c
174,47665,ARIN,RIPE,p2c
174,47674,ARIN,RIPE,p2c
174,47787,ARIN,RIPE,p2c
174,47833,ARIN,RIPE,p2c
174,47943,ARIN,RIPE,p2c
174,47969,ARIN,RIPE,p2c
174,48072,ARIN,RIPE,p2c
174,48350,ARIN,RIPE,p2c
174,48447,ARIN,RIPE,p2c
174,48469,ARIN,RIPE,p2c
174,48500,ARIN,RIPE,p2c
174,48641,ARIN,RIPE,p2c
174,48750,ARIN,RIPE,p2c
174,49028,ARIN,RIPE,p2p
174,49121,ARIN,RIPE,p2c
174,49220,ARIN,RIPE,p2c
174,49405,ARIN,RIPE,p2c
174,49453,ARIN,RIPE,p2c
174,49457,ARIN,RIPE,p2c
174,49627,ARIN,RIPE,p2c
174,49909,ARIN,RIPE,p2p
174,50093,ARIN,RIPE,p2c
174,50129,ARIN,RIPE,p2c
174,50204,ARIN,RIPE,p2c
174,50554,ARIN,RIPE,p2c
174,50597,ARIN,RIPE,p2c
174,50889,ARIN,RIPE,p2c
174,51001,ARIN,RIPE,p2c
174,51152,ARIN,RIPE,p2c
174,51273,ARIN,RIPE,p2c
174,51485,ARIN,RIPE,p2c
174,51567,ARIN,RIPE,p2c
174,51965,ARIN,RIPE,p2c
174,52580,ARIN,LACNIC,p2c
174,52613,ARIN,LACNIC,p2c
174,52696,ARIN,LACNIC,p2c
174,52772,ARIN,LACNIC,p2c
174,52908,ARIN,LACNIC,p2c
174,52941,ARIN,LACNIC,p2c
174,53162,ARIN,LACNIC,p2c
174,53259,ARIN,ARIN,p2c
174,53285,ARIN,ARIN,p2c
174,53436,ARIN,ARIN,p2c
174,53591,ARIN,ARIN,p2c
174,53926,ARIN,ARIN,p2c
174,53997,ARIN,ARIN,p2c
174,54037,ARIN,ARIN,p2c
174,54154,ARIN,ARIN,p2c
174,54177,ARIN,ARIN,p2c
