327687 36040 AFRINIC ARIN p2c
327693 327808 AFRINIC AFRINIC p2c
327693 327995 AFRINIC AFRINIC p2p
327693 328036 AFRINIC AFRINIC p2c
327693 328145 AFRINIC AFRINIC p2p
327693 328320 AFRINIC AFRINIC p2p
327693 37412 AFRINIC AFRINIC p2c
327698 327960 AFRINIC AFRINIC p2p
327698 327995 AFRINIC AFRINIC p2p
327698 328145 AFRINIC AFRINIC p2p
327698 328320 AFRINIC AFRINIC p2p
327700 31960 AFRINIC ARIN p2c
327700 327951 AFRINIC AFRINIC p2c
327707 37020 AFRINIC AFRINIC p2c
327707 37124 AFRINIC AFRINIC p2c
327716 327960 AFRINIC AFRINIC p2p
327716 327995 AFRINIC AFRINIC p2p
327716 328145 AFRINIC AFRINIC p2p
327716 328320 AFRINIC AFRINIC p2p
327719 63293 AFRINIC ARIN p2c
327733 327960 AFRINIC AFRINIC p2p
327733 327995 AFRINIC AFRINIC p2p
327733 328145 AFRINIC AFRINIC p2p
327733 328320 AFRINIC AFRINIC p2p
327737 327960 AFRINIC AFRINIC p2p
327737 327995 AFRINIC AFRINIC p2p
327737 328145 AFRINIC AFRINIC p2p
327737 328320 AFRINIC AFRINIC p2p
327745 327960 AFRINIC AFRINIC p2p
327745 327995 AFRINIC AFRINIC p2p
327745 328320 AFRINIC AFRINIC p2p
327750 327960 AFRINIC AFRINIC p2p
327750 327995 AFRINIC AFRINIC p2p
327750 328145 AFRINIC AFRINIC p2p
327750 328320 AFRINIC AFRINIC p2p
327751 327960 AFRINIC AFRINIC p2p
327751 327995 AFRINIC AFRINIC p2p
327751 328145 AFRINIC AFRINIC p2p
327751 328320 AFRINIC AFRINIC p2p
327754 327960 AFRINIC AFRINIC p2p
327754 327995 AFRINIC AFRINIC p2p
327754 328145 AFRINIC AFRINIC p2p
327754 328320 AFRINIC AFRINIC p2p
327761 327960 AFRINIC AFRINIC p2p
327761 327995 AFRINIC AFRINIC p2p
327761 328145 AFRINIC AFRINIC p2p
327761 328320 AFRINIC AFRINIC p2p
327767 327960 AFRINIC AFRINIC p2p
327767 327995 AFRINIC AFRINIC p2p
327767 328320 AFRINIC AFRINIC p2p
327768 328328 AFRINIC AFRINIC p2c
327772 328145 AFRINIC AFRINIC p2p
327781 327960 AFRINIC AFRINIC p2p
327781 327995 AFRINIC AFRINIC p2p
327781 328145 AFRINIC AFRINIC p2p
327781 328320 AFRINIC AFRINIC p2p
327782 22750 AFRINIC ARIN p2c
327782 327751 AFRINIC AFRINIC p2c
327782 327754 AFRINIC AFRINIC p2c
327782 327995 AFRINIC AFRINIC p2p
327782 328135 AFRINIC AFRINIC p2c
327782 328145 AFRINIC AFRINIC p2p
327782 328255 AFRINIC AFRINIC p2c
327782 328270 AFRINIC AFRINIC p2c
327782 328314 AFRINIC AFRINIC p2c
327782 328320 AFRINIC AFRINIC p2p
327782 328359 AFRINIC AFRINIC p2c
327782 328360 AFRINIC AFRINIC p2c
327782 328383 AFRINIC AFRINIC p2c
327782 37399 AFRINIC AFRINIC p2c
327782 37596 AFRINIC AFRINIC p2c
327790 327960 AFRINIC AFRINIC p2p
327790 327995 AFRINIC AFRINIC p2p
327790 328145 AFRINIC AFRINIC p2p
327790 328320 AFRINIC AFRINIC p2p
327791 327960 AFRINIC AFRINIC p2p
327791 327995 AFRINIC AFRINIC p2p
327791 328320 AFRINIC AFRINIC p2p
327794 327960 AFRINIC AFRINIC p2p
327794 327995 AFRINIC AFRINIC p2p
327794 328145 AFRINIC AFRINIC p2p
327794 328320 AFRINIC AFRINIC p2p
327796 63293 AFRINIC ARIN p2c
327799 327879 AFRINIC AFRINIC p2c
327799 37429 AFRINIC AFRINIC p2c
327799 37586 AFRINIC AFRINIC p2c
327802 327975 AFRINIC AFRINIC p2c
327804 327960 AFRINIC AFRINIC p2p
327804 327995 AFRINIC AFRINIC p2p
327804 328145 AFRINIC AFRINIC p2p
327804 328320 AFRINIC AFRINIC p2p
327808 327960 AFRINIC AFRINIC p2p
327808 327995 AFRINIC AFRINIC p2p
327808 328145 AFRINIC AFRINIC p2p
327808 328320 AFRINIC AFRINIC p2p
327811 327960 AFRINIC AFRINIC p2p
