nTransaction,ms
4370,1653.8869889974594
4380,1813.058789998293
4390,1612.1824330091476
4400,1762.119307011366
4410,1640.7177990078926
4420,1836.0798290073872
4430,1644.7977550029755
4440,1800.2553569972515
4450,1678.349996984005
4460,1829.9646870195866
4470,1638.9582260251045
4480,1851.6071630120277
4490,1827.487302005291
4500,1634.151537001133
4510,1840.8686360120773
4520,1637.773126989603
4530,1651.5818699896336
4540,1848.4723109900951
4550,1642.8545269966125
4560,1793.7380020022392
4570,1673.491119980812
4580,1822.584500014782
4590,1696.5669299960136
4600,1809.557985007763
4610,1806.468042999506
4620,1860.6937890052795
4630,1630.123535990715
4640,1822.78305798769
4650,1734.8744159936905
4660,1670.5127789974213
4670,1791.0227639973164
4680,1642.6766719818115
4690,1880.5666950047016
4700,1727.472503989935
4710,1859.5626299977303
4720,1738.7583659887314
4730,1672.6860149800777
4740,1836.1047250032425
4750,1718.4188480079174
4760,1896.9619629979134
4770,1895.0356299877167
4780,1714.172569990158
4790,1704.1064930260181
4800,1898.576041996479
4810,1744.2304610013962
4820,1865.4522610008717
4830,1917.3033169806004
4840,1717.9888100028038
4850,1884.3361580073833
4860,1674.125834017992
4870,1859.0532910227776
4880,1665.9074949920177
4890,1864.7262309789658
4900,1745.5451999902725
4910,1691.1434880197048
4920,1874.3371949791908
4930,1902.2401710152626
4940,1762.250020980835
4950,1725.755409002304
4960,1931.8166199922562
4970,1850.9618319869041
4980,1702.0840339958668
4990,1752.9967060089111
5000,1961.630703985691
5010,1763.8032829761505
5020,1916.4275269806385
5030,1881.9341969788074
5040,1751.0208730101585
5050,1765.9137339890003
5060,1952.416220009327
5070,1784.1306110024452
5080,1894.2321619987488
5090,1748.511546999216
5100,1874.6188159883022
5110,1734.5681029856205
5120,1836.0840580165386
5130,1802.0221340060234
5140,1918.7299519777298
5150,1691.9023739993572
5160,1735.4306479990482
5170,1938.0649270117283
5180,1762.13656899333
5190,1764.8824549913406
5200,1975.2111169993877
5210,1751.0401270091534
5220,1751.1513960063457
5230,1976.7552260160446
5240,1767.0736400187016
5250,1964.2786000072956
5260,1760.0019039809704
5270,1745.8332459926605
5280,1966.0435220003128
5290,1789.491916000843
5300,1958.7475770115852
5310,1732.6745150089264
5320,1788.1143420040607
5330,1994.7960380017757
5340,1756.4055729806423
5350,1964.1875079870224
5360,1910.4614790081978
5370,1766.399372011423
5380,1811.1922969818115
5390,1923.5184170007706
5400,1741.092452019453
5410,1963.42504799366
5420,1856.0158399939537
5430,1828.1779009997845
5440,1967.1951740086079
5450,1811.5629859864712
5460,1999.1738010048866
5470,1779.7612340152264
5480,1781.3815889954567
5490,2012.1036019921303
5500,1832.8161740005016
5510,2043.5339860022068
5520,1803.652314990759
5530,1862.5741609930992
5540,2037.039339005947
5550,1840.653596997261
5560,1776.1311860084534
5570,2046.9715809822083
5580,1789.5010650157928
5590,1978.509203016758
5600,1759.83687800169
5610,2028.4925119876862
5620,1838.821455001831
5630,1987.2874819934368
5640,1766.6484409868717
5650,1985.1275950074196
5660,1761.1476609706879
5670,2043.8990620076656
5680,1849.872630983591
5690,2010.9707089960575
5700,1805.082711994648
5710,1876.1013909876347
5720,2082.668912023306
5730,1843.0728219747543
5740,2064.2601280212402
5750,1818.2801379859447
5760,2050.674100011587
5770,1816.487920999527
5780,2033.1213430166245
5790,1860.230997979641
5800,2096.6722749769688
5810,1859.955833017826
5820,2053.032104998827
5830,1861.1812089979649
5840,1961.5076979994774
5850,2017.9221669733524
5860,1882.0958999991417
5870,1910.5390959978104
5880,2023.1447940170765
5890,1881.8487029969692
5900,1910.4470170140266
5910,2061.707547992468
5920,1939.6072640120983
5930,2008.9124790132046
5940,2089.6789689958096
5950,1922.120145022869
5960,2082.631633013487
5970,1912.0471340119839
5980,2132.1008819937706
5990,1914.3555639982224
6000,2040.6622079908848
6010,1882.0507019758224
6020,2077.9136509895325
6030,1902.1377889811993
6040,2103.5173749923706
6050,1920.3193869888783
6060,1893.3917469978333
6070,2036.0620349943638
6080,1898.2475100159645
6090,2110.705761998892
6100,2184.8768390119076
6110,2064.9403699934483
6120,1944.8088040053844
6130,2118.29816699028
6140,2025.8774000108242
6150,2110.8681160211563
6160,1937.9780160188675
6170,1861.9683720171452
6180,2075.0849019885063
6190,1835.5201990008354
6200,2140.483913987875
6210,1940.7181539833546
6220,2148.163923025131
6230,1985.201512992382
6240,2064.4264039993286
6250,1896.7189799845219
6260,1932.0311380028725
6270,2143.857762992382
6280,2121.116991996765
6290,2111.7413849830627
6300,2151.1500390172005
6310,2128.837145000696
6320,2113.672937989235
6330,1888.266094982624
6340,2163.7340160012245
6350,2128.5132780075073
6360,2064.249058008194
6370,2008.838937997818
6380,1916.3913459777832
6390,2115.66356998682
6400,1991.7394909858704
6410,1951.2631759941578
6420,1903.7343719899654
6430,1932.1322869956493
6440,1960.912682980299
6450,1981.0405360162258
6460,1964.2448869943619
6470,2093.1754989922047
6480,2022.8771080076694
6490,2221.8824959993362
6500,1960.2127590179443
6510,2165.3710850179195
6520,2206.5498920083046
6530,2029.098993986845
6540,2190.9067080020905
6550,1924.4233309924603
6560,2172.7807299792767
6570,1916.4750599861145
6580,2212.1000880002975
6590,1941.8667329847813
6600,1952.1460810005665
6610,2164.5482690036297
6620,2018.4503979980946
6630,2264.112209022045
6640,1927.9835949838161
6650,2173.7438809871674
6660,1988.622134000063
6670,2212.9671809971333
6680,2010.3492010235786
6690,1972.696191996336
6700,2235.790737003088
6710,2025.140038996935
6720,2225.593924999237
6730,2039.2400680184364
6740,2212.841179996729
6750,2060.355479001999
6760,2246.999189019203
6770,2128.7947950065136
6780,1998.8482260107994
6790,2180.0700709819794
6800,2000.565405011177
6810,1951.209372997284
6820,2273.51587498188
6830,2213.0802550017834
6840,2014.918535977602
6850,2156.9247539937496
6860,2309.4446890056133
6870,2049.580978989601
6880,2233.528822004795
6890,2225.987535983324
6900,1946.128790974617
6910,2196.814638018608
6920,2258.4277990162373
6930,1979.7845259904861
6940,2252.5701200067997
6950,1981.972362011671
6960,2084.567981004715
6970,2259.08578902483
6980,2078.5505660176277
6990,2306.1164590120316
7000,2060.7580139935017
7010,2218.1168189942837
7020,2007.510176986456
7030,2178.3865450024605
7040,2083.296662002802
7050,2238.514779984951
7060,2079.630629003048
7070,2202.217249006033
7080,2018.9304769933224
7090,2272.8218689858913
7100,2101.9956680238247
7110,2280.913746982813
7120,2058.910710990429
7130,2077.044441998005
7140,2047.7391540110111
7150,2316.42696800828
7160,2000.1363619863987
7170,2297.7777729928493
7180,2057.8963579833508
7190,2343.9408240020275
7200,2126.321651995182
7210,2083.598737001419
7220,2248.14918500185
7230,2058.503672003746
7240,2259.100111991167
7250,2121.574229001999
7260,2118.3817000091076
7270,2319.797978013754
7280,2055.0600430071354
7290,2271.0396389961243
7300,1981.0294989943504
7310,2311.4523280262947
7320,2068.6612190008163
7330,2370.0148099958897
7340,2192.364794999361
7350,2338.1427969932556
7360,2112.565607011318
7370,2309.1565429866314
7380,2045.7449730038643
7390,2371.7979090213776
7400,2090.4483799934387
7410,2298.672058016062
7420,2149.3504350185394
7430,2353.5434589982033
7440,2143.223590016365
7450,2361.1566100120544
7460,2082.5701899826527
7470,2359.211894005537
7480,2142.249419003725
7490,2390.927340000868
7500,2102.056785017252
7510,2307.9651850163937
7520,2139.011868983507
7530,2403.46119299531
7540,2195.6038089990616
7550,2369.863135010004
7560,2107.8133229911327
7570,2341.9250649809837
7580,2114.9470289945602
7590,2418.1657660007477
7600,2107.93079200387
7610,2345.8721149861813
7620,2069.0818780064583
7630,2392.731817007065
7640,2099.5014539957047
7650,2349.227191001177
7660,2119.9654189944267
7670,2374.7516650259495
7680,2132.5757499933243
7690,2397.272278010845
7700,2223.2257139980793
7710,2407.3856260180473
7720,2191.369015991688
7730,2399.8002340197563
7740,2140.8693540096283
7750,2476.155220001936
7760,2182.146044999361
7770,2166.4162270128727
7780,2441.9330609738827
7790,2201.068352997303
7800,2432.8529419898987
7810,2193.466340005398
7820,2291.914876997471
7830,2187.5177929997444
7840,2384.386754989624
7850,2136.7256749868393
7860,2392.4353379905224
7870,2184.1739549934864
7880,2382.3672100007534
7890,2185.4942539930344
7900,2192.0201280117035
7910,2418.682272017002
7920,2171.5023429989815
7930,2465.9195489883423
7940,2209.479627996683
7950,2463.2431479990482
7960,2181.7654509842396
7970,2444.6644119918346
7980,2213.566287010908
7990,2397.7754629850388
8000,2125.795090019703
8010,2072.9487810134888
8020,2483.2495099902153
8030,2133.142509996891
8040,2463.7062079906464
8050,2223.858324021101
8060,2439.4754099845886
8070,2156.4063799977303
8080,2434.288545012474
8090,2169.0390309989452
8100,2389.6354370117188
8110,2152.43730700016
8120,2422.2106209993362
8130,2226.87282499671
8140,2503.4490880072117
8150,2267.128145992756
8160,2519.1694380044937
8170,2097.1659429967403
8180,2409.2061220109463
8190,2274.714460015297
8200,2527.1929319798946
8210,2265.7646289765835
8220,2453.6834550201893
8230,2221.322073996067
8240,2221.9362410008907
8250,2385.2114459872246
8260,2293.7857739925385
8270,2467.0811200141907
8280,2231.461782991886
8290,2429.345599979162
8300,2216.7174610197544
8310,2482.3323909938335
8320,2162.6891739964485
8330,2478.2122380137444
8340,2222.1784660220146
8350,2474.8897010087967
8360,2308.7960390150547
8370,2416.5865640044212
8380,2242.9747709929943
8390,2510.536162018776
8400,2235.615563005209
8410,2508.355109989643
8420,2240.641341984272
8430,2538.229874998331
8440,2251.7711150050163
8450,2504.1291179955006
8460,2163.9291290044785
8470,2519.930249005556
8480,2315.2478480041027
8490,2492.5627599954605
8500,2287.328035980463
8510,2432.3697650134563
8520,2286.9801209867
8530,2547.352259993553
8540,2302.8736029863358
8550,2587.974450021982
8560,2373.7718749940395
8570,2231.9938369989395
8580,2520.4805719852448
8590,2221.8457520008087
8600,2540.494516015053
8610,2237.7846690118313
8620,2516.6088910102844
8630,2293.12158998847
8640,2497.895759999752
8650,2272.8436709940434
8660,2522.2200129926205
8670,2328.6991260051727
8680,2548.0631609857082
8690,2299.568116992712
8700,2537.042546004057
8710,2337.6181569993496
8720,2478.613945007324
8730,2247.329974025488
8740,2619.7704389989376
8750,2261.835211008787
8760,2530.818836003542
8770,2248.746154010296
8780,2531.887143999338
8790,2284.08318901062
8800,2575.927631020546
8810,2376.5984440147877
8820,2502.2592639923096
8830,2215.0190889835358
8840,2560.246701002121
8850,2316.299630999565
8860,2622.1727499961853
8870,2391.309217005968
8880,2565.9092929959297
8890,2348.643689006567
8900,2599.387066990137
8910,2276.490484982729
8920,2631.7574230134487
8930,2407.084695994854
8940,2656.4964359998703
8950,2361.525647997856
8960,2550.621888011694
8970,2362.0150029957294
8980,2620.4425149858
8990,2308.4811390042305
9000,2543.423088014126
9010,2367.737650990486
9020,2665.0552939772606
9030,2331.271896004677
9040,2704.38575899601
9050,2425.6191930174828
9060,2620.1480219960213
9070,2368.207751005888
9080,2287.8600569963455
9090,2595.960114002228
9100,2326.9160030186176
9110,2548.674964994192
9120,2313.1032460033894
9130,2618.97401997447
9140,2368.427228987217
9150,2620.373576015234
9160,2462.3014929890633
9170,2622.25136500597
9180,2401.0119599997997
9190,2630.5126710236073
9200,2337.3495180010796
9210,2628.177159011364
9220,2375.5299969911575
9230,2623.986121982336
9240,2394.6228609979153
9250,2642.5009439885616
9260,2470.17777299881
9270,2400.1263509988785
9280,2665.9742490053177
9290,2394.770947009325
9300,2717.9061599969864
9310,2394.8458040058613
9320,2692.060878008604
9330,2486.311392992735
9340,2338.47522598505
9350,2683.193857997656
9360,2452.5451009869576
9370,2646.4765910208225
9380,2517.1778420209885
9390,2606.6794559955597
9400,2400.2228910028934
9410,2410.6693390011787
9420,2620.8938439786434
9430,2364.2208999991417
9440,2579.894519984722
9450,2429.9989950060844
9460,2632.0055769979954
9470,2370.4983330070972
9480,2715.1116679906845
9490,2513.3411979973316
9500,2741.1241600215435
9510,2458.1160899996758
9520,2740.3027380108833
9530,2303.2629310190678
9540,2745.53575399518
9550,2451.8274079859257
9560,2415.8594869971275
9570,2768.3831410109997
9580,2375.0164429843426
9590,2611.405057013035
9600,2443.4658550024033
9610,2414.217577010393
9620,2697.7671590149403
9630,2419.5372149944305
9640,2736.9200850129128
9650,2396.659927994013
9660,2717.6854799985886
9670,2373.981078982353
9680,2494.5447179973125
9690,2732.796545982361
9700,2508.9281150102615
9710,2751.9481659829617
9720,2475.2476939857006
9730,2500.831331014633
9740,2794.87496599555
9750,2522.8897800147533
9760,2798.0191619992256
9770,2317.2399460077286
9780,2466.3990040123463
9790,2729.5470710098743
9800,2428.6830100119114
9810,2665.31755900383
9820,2433.820508003235
9830,2529.2999399900436
9840,2859.299757003784
9850,2519.7828209996223
9860,2774.915823996067
9870,2487.0816339850426
9880,2850.428184002638
9890,2549.1505759954453
9900,2734.1643790006638
9910,2497.7505210042
9920,2512.5336470007896
9930,2808.2220920026302
9940,2441.8908700048923
9950,2750.6297560036182
9960,2391.9016929864883
9970,2437.2573350071907
9980,2809.0256179869175
9990,2495.8498319983482
10000,2815.672389984131
10010,2528.8194229900837
10020,2804.891964018345
10030,2468.8131780028343
10040,2519.444723010063
10050,2761.262653976679
10060,2570.3176659941673
10070,2841.4200849831104
10080,2487.3333889842033
10090,2442.5986590087414
10100,2860.774842977524
10110,2497.4906260073185
10120,2772.318132996559
10130,2548.5683879852295
10140,2874.256971001625
10150,2467.297183007002
10160,2482.888006001711
10170,2718.961201995611
10180,2520.3600790202618
10190,2797.4223710000515
10200,2598.1236329972744
10210,2803.27956700325
10220,2509.814835011959
10230,2557.3636949956417
10240,2814.4061709940434
10250,2497.88137999177
10260,2826.689276009798
10270,2534.54281899333
10280,2934.390493988991
10290,2443.101286023855
10300,2817.5033800005913
10310,2584.1645549833775
10320,2488.5289990007877
10330,2859.8473369777203
10340,2594.3764819800854
10350,2873.492846995592
10360,2596.6803230047226
10370,2868.125043004751
10380,2587.8767829835415
10390,2894.6625730097294
10400,2428.4901379942894
10410,2835.6396519839764
10420,2559.528759986162
10430,2886.323772996664
10440,2401.7646650075912
10450,2945.129449993372
10460,2477.655855000019
10470,2897.103139013052
10480,2657.8059799969196
10490,2920.934388011694
10500,2608.882345020771
10510,2787.4852060079575
10520,2540.3641630113125
10530,2939.834591984749
10540,2691.7108229994774
10550,2903.9340330064297
10560,2613.638630002737
10570,2893.471165984869
10580,2649.827873021364
10590,2521.4507160186768
10600,2987.6442449986935
10610,2588.2739749848843
10620,2905.015498995781
10630,2639.2577140033245
10640,2889.439489006996
10650,2584.5509579777718
10660,2894.23927000165
10670,2590.100470006466
10680,2880.4441489875317
10690,2589.5530309975147
10700,2961.580761998892
10710,2682.9211579859257
10720,2968.4146330058575
10730,2641.7047219872475
10740,2959.385709017515
10750,2636.1746290028095
10760,3031.843409985304
10770,2627.7123959958553
10780,2917.877126008272
10790,2684.0653479993343
10800,3019.032122015953
10810,2675.30281201005
10820,2999.7987250089645
10830,2678.788542985916
10840,2999.429206997156
10850,2633.7540459930897
10860,2931.4756639897823
10870,2637.504836022854
10880,2896.6765680015087
10890,2558.821640998125
10900,2680.460887014866
10910,2669.6773799955845
10920,2596.00297999382
10930,2987.0244219899178
10940,2647.65194401145
10950,3105.201615989208
10960,2632.1531299948692
10970,2976.0240350067616
10980,2673.323440015316
10990,2734.391987979412
11000,2748.807792007923
11010,2673.5505400002003
11020,3029.1003769934177
11030,2709.6467120051384
11040,2940.868916988373
11050,2708.0187700092793
11060,2695.1929099857807
11070,3013.338504999876
11080,2794.0898239910603
11090,2960.5960689783096
11100,2738.8681289851665
11110,2875.8874010145664
11120,2592.175880998373
11130,2678.8306970000267
11140,3024.341261982918
11150,2724.2485350072384
11160,3020.28152102232
11170,2706.1527400016785
11180,2790.730860978365
11190,2796.192070007324
11200,2761.8698349893093
11210,3059.979007989168
11220,2762.7914130091667
11230,3082.59202298522
11240,2742.7272700071335
11250,2769.7784810066223
11260,3080.611757993698
11270,2598.235650986433
11280,3128.5033559799194
11290,2739.8051359951496
11300,2787.458843022585
11310,3068.879714012146
11320,2637.195331007242
11330,3043.548745006323
11340,2706.9993720054626
11350,2770.0160489976406
11360,3139.312092989683
11370,2817.231945991516
11380,3094.0860790014267
11390,2738.624740988016
11400,2754.810580998659
11410,2957.1660310029984
11420,2732.1330479979515
11430,3103.0159730017185
11440,2718.475156992674
11450,2794.539179980755
11460,3126.19106900692
11470,2769.429165005684
11480,2933.9259099960327
11490,2841.7359709739685
11500,2778.587714999914
11510,3076.799279987812
11520,2781.9398349821568
11530,2755.590714007616
11540,3049.098535001278
11550,2763.6915000081062
11560,3246.286862015724
11570,2817.9113709926605
11580,2915.3732540011406
11590,2798.8083750009537
11600,2681.0106340050697
11610,3144.1011920273304
11620,2750.9614650011063
11630,2712.756965994835
11640,3033.0007139742374
11650,2806.6704140007496
11660,3161.629543989897
11670,2769.8310829997063
11680,2893.3421289920807
11690,2919.139737993479
11700,2747.0732539892197
11710,3201.944683998823
11720,2829.22036498785
11730,2779.2195569872856
11740,3119.6843030154705
11750,2842.426370024681
11760,3214.191615998745
11770,2678.8669959902763
11780,2847.3033890128136
11790,3232.801859021187
11800,2895.4431479871273
11810,2793.943406999111
11820,3105.7434040009975
11830,2744.092292994261
11840,2713.8447600007057
11850,3132.8447030186653
11860,2873.842635989189
11870,2852.1295939981937
11880,3150.1312559843063
11890,2910.1270029842854
11900,2843.1747010052204
11910,3260.6037380099297
11920,2829.2939740121365
11930,2869.461086988449
11940,3096.049264997244
11950,2886.0733230113983
11960,2911.672113984823
11970,3143.982115983963
11980,2936.8561759889126
11990,2897.6885699927807
12000,3135.2342619895935
12010,2858.1865099966526
12020,2880.119631975889
12030,3263.733365982771
12040,2924.3824830055237
12050,2914.3679330050945
12060,3175.232627004385
12070,2922.5232190191746
12080,2817.8350979983807
12090,3263.7629739940166
12100,2924.5444089770317
12110,2830.3901450037956
12120,3270.3192330002785
12130,2929.9966929852962
12140,2866.218125998974
12150,3259.223242998123
12160,2940.064151018858
12170,2889.8785230219364
